in s,C1 in V,C2 in V,C3 in V
-1.0072620E-02,1.887305261058E-02,-9.10143370228E-01,3.672114655642E-02
-1.0072436E-02,1.887247230931E-02,-9.10164569458E-01,3.672050398575E-02
-1.0072252E-02,1.887455990029E-02,-9.10161861638E-01,3.672166474896E-02
-1.0072068E-02,1.887716199694E-02,-9.09516550554E-01,3.671916111639E-02
-1.0071884E-02,1.887386615578E-02,-9.09757784056E-01,3.672016287955E-02
-1.0071700E-02,1.887603275435E-02,-9.10131956870E-01,3.672121444518E-02
-1.0071516E-02,1.887447037691E-02,-9.10230772523E-01,3.672155789832E-02
-1.0071332E-02,1.887246801242E-02,-9.10490117921E-01,3.672081090311E-02
-1.0071148E-02,1.887134934965E-02,-9.10162737081E-01,3.672049322432E-02
-1.0070964E-02,1.886874302596E-02,-9.10701428028E-01,3.671906891080E-02
-1.0070780E-02,1.886659932512E-02,-9.10138462158E-01,3.671761125127E-02
-1.0070596E-02,1.886423289616E-02,-9.10265389783E-01,3.671720581861E-02
-1.0070412E-02,1.886763512812E-02,-9.10465368023E-01,3.671999709481E-02
-1.0070228E-02,1.886591684263E-02,-9.10386901768E-01,3.672013692824E-02
-1.0070044E-02,1.886807173214E-02,-9.10392240575E-01,3.671918905141E-02
-1.0069860E-02,1.887104022273E-02,-9.10104028834E-01,3.672045355463E-02
-1.0069676E-02,1.887435516416E-02,-9.10440031392E-01,3.672137663035E-02
-1.0069492E-02,1.887453428193E-02,-9.10367916757E-01,3.672207628643E-02
-1.0069308E-02,1.887799892531E-02,-9.10141805606E-01,3.672260303782E-02
-1.0069124E-02,1.887463421168E-02,-9.10229920363E-01,3.672260769444E-02
-1.0068940E-02,1.887887819860E-02,-9.09843957005E-01,3.672255600138E-02
-1.0068756E-02,1.887756137949E-02,-9.10458804527E-01,3.672281491837E-02
-1.0068572E-02,1.887887502977E-02,-9.10120289726E-01,3.672337157453E-02
-1.0068388E-02,1.887720735817E-02,-9.10314982710E-01,3.672507021377E-02
-1.0068204E-02,1.887469588154E-02,-9.10113279195E-01,3.672365693642E-02
-1.0068020E-02,1.886781550435E-02,-9.10385842388E-01,3.672555388683E-02
-1.0067836E-02,1.886824284404E-02,-9.10680293990E-01,3.672496671123E-02
-1.0067652E-02,1.887076924628E-02,-9.10454534413E-01,3.672458222402E-02
-1.0067468E-02,1.887526887309E-02,-9.10168373911E-01,3.672463764237E-02
-1.0067284E-02,1.887395247424E-02,-9.10390273156E-01,3.672413830912E-02
-1.0067100E-02,1.887642263159E-02,-9.10293550650E-01,3.672560384298E-02
-1.0066916E-02,1.887837907955E-02,-9.10309604323E-01,3.672648960525E-02
-1.0066732E-02,1.887624640906E-02,-9.10379430233E-01,3.672635665430E-02
-1.0066548E-02,1.887951222205E-02,-9.10563787865E-01,3.672761781408E-02
-1.0066364E-02,1.887809405409E-02,-9.10505051678E-01,3.672837628318E-02
-1.0066180E-02,1.887080267610E-02,-9.10416883370E-01,3.672615982393E-02
-1.0065996E-02,1.886393133624E-02,-9.10713705188E-01,3.672717052778E-02
-1.0065812E-02,1.886566745772E-02,-9.10329623101E-01,3.672742220374E-02
-1.0065628E-02,1.886185977332E-02,-9.10302151414E-01,3.672800188685E-02
-1.0065444E-02,1.886243474277E-02,-9.10865766881E-01,3.672835015493E-02
-1.0065260E-02,1.886262277564E-02,-9.10448622843E-01,3.672855034271E-02
-1.0065076E-02,1.886323205385E-02,-9.11043547047E-01,3.672774413867E-02
-1.0064892E-02,1.886486036543E-02,-9.10542306909E-01,3.672663119422E-02
-1.0064708E-02,1.886464232186E-02,-9.10739153577E-01,3.672614668762E-02
-1.0064524E-02,1.886731573337E-02,-9.10605345806E-01,3.672524265280E-02
-1.0064340E-02,1.886503751928E-02,-9.11188276904E-01,3.672537434181E-02
-1.0064156E-02,1.886379708260E-02,-9.10744904494E-01,3.672662524773E-02
-1.0063972E-02,1.886129620558E-02,-9.10174848931E-01,3.672661634894E-02
-1.0063788E-02,1.886074330032E-02,-9.10910961637E-01,3.672732534153E-02
-1.0063604E-02,1.885993233839E-02,-9.10597229330E-01,3.672922995208E-02
-1.0063420E-02,1.886049080946E-02,-9.10904493602E-01,3.673032980213E-02
-1.0063236E-02,1.885833869994E-02,-9.10846400028E-01,3.672907380654E-02
-1.0063052E-02,1.886248239273E-02,-9.10958880512E-01,3.672834151691E-02
-1.0062868E-02,1.885928906573E-02,-9.11010666704E-01,3.672554000547E-02
-1.0062684E-02,1.886309071168E-02,-9.10970810754E-01,3.672675671788E-02
-1.0062500E-02,1.886397244948E-02,-9.10666785156E-01,3.672680320019E-02
-1.0062316E-02,1.886495186205E-02,-9.10951415962E-01,3.672805964747E-02
-1.0062132E-02,1.886513990772E-02,-9.11125007505E-01,3.672522436628E-02
-1.0061948E-02,1.886272863907E-02,-9.11063237535E-01,3.672524509752E-02
-1.0061764E-02,1.886269158524E-02,-9.10805582488E-01,3.672508313587E-02
-1.0061580E-02,1.885981639338E-02,-9.10720187193E-01,3.672564691199E-02
-1.0061396E-02,1.886388865489E-02,-9.10904479632E-01,3.672655278152E-02
-1.0061212E-02,1.886429017948E-02,-9.10818928340E-01,3.672560472773E-02
-1.0061028E-02,1.886288943541E-02,-9.11043777550E-01,3.672779355930E-02
-1.0060844E-02,1.886515023958E-02,-9.11195867183E-01,3.672694533864E-02
-1.0060660E-02,1.886580098726E-02,-9.10758734634E-01,3.672653105842E-02
-1.0060476E-02,1.886740550239E-02,-9.11048282823E-01,3.672682540758E-02
-1.0060292E-02,1.886777809545E-02,-9.10873152269E-01,3.672609927865E-02
-1.0060108E-02,1.886743387630E-02,-9.10909541370E-01,3.672560470911E-02
-1.0059924E-02,1.886681368066E-02,-9.11138411565E-01,3.672617576817E-02
-1.0059740E-02,1.887093474580E-02,-9.10803154064E-01,3.672627818571E-02
-1.0059556E-02,1.887011216677E-02,-9.10827144934E-01,3.672667288022E-02
-1.0059372E-02,1.886596346929E-02,-9.11101340270E-01,3.672885537880E-02
-1.0059188E-02,1.887088976059E-02,-9.10794686014E-01,3.672833858324E-02
-1.0059004E-02,1.887182361752E-02,-9.11037458526E-01,3.672839291194E-02
-1.0058820E-02,1.887093401238E-02,-9.11165974056E-01,3.672722178312E-02
-1.0058636E-02,1.886855064848E-02,-9.11250919988E-01,3.672557680203E-02
-1.0058452E-02,1.886965944388E-02,-9.10846067080E-01,3.672644619631E-02
-1.0058268E-02,1.887124434303E-02,-9.11325607402E-01,3.672742320025E-02
-1.0058084E-02,1.887201596241E-02,-9.11191136064E-01,3.672691355260E-02
-1.0057900E-02,1.887102633671E-02,-9.11301015830E-01,3.672691109391E-02
-1.0057716E-02,1.887357381362E-02,-9.10883687856E-01,3.672883390250E-02
-1.0057532E-02,1.887515489667E-02,-9.11294135684E-01,3.672901877003E-02
-1.0057348E-02,1.887115100821E-02,-9.11299057724E-01,3.672904225333E-02
-1.0057164E-02,1.886771040692E-02,-9.11846444895E-01,3.672907922683E-02
-1.0056980E-02,1.886799506916E-02,-9.11084569478E-01,3.672925577300E-02
-1.0056796E-02,1.887098703490E-02,-9.11384860473E-01,3.672922858303E-02
-1.0056612E-02,1.886790767618E-02,-9.11585062230E-01,3.672922032686E-02
-1.0056428E-02,1.886717429923E-02,-9.11645560944E-01,3.672765763277E-02
-1.0056244E-02,1.887217039316E-02,-9.11532950075E-01,3.672855023561E-02
-1.0056060E-02,1.887428055707E-02,-9.11424416071E-01,3.672885328332E-02
-1.0055876E-02,1.887454957425E-02,-9.11666494748E-01,3.672734414028E-02
-1.0055692E-02,1.887119834501E-02,-9.11176954349E-01,3.672584828256E-02
-1.0055508E-02,1.887037881723E-02,-9.11450311495E-01,3.672796925331E-02
-1.0055324E-02,1.886789853991E-02,-9.11441207817E-01,3.672677056199E-02
-1.0055140E-02,1.886731730731E-02,-9.11691843020E-01,3.672653073711E-02
-1.0054956E-02,1.886667483792E-02,-9.11385912867E-01,3.672719785279E-02
-1.0054772E-02,1.886569726936E-02,-9.11492127879E-01,3.672739486476E-02
-1.0054588E-02,1.886985788893E-02,-9.11409018980E-01,3.672752294490E-02
-1.0054404E-02,1.886898251673E-02,-9.11710592872E-01,3.672890567021E-02
-1.0054220E-02,1.887389780095E-02,-9.11364043085E-01,3.672916169079E-02
-1.0054036E-02,1.887301791998E-02,-9.11521885963E-01,3.672799991710E-02
-1.0053852E-02,1.887136967809E-02,-9.10974268289E-01,3.672833846217E-02
-1.0053668E-02,1.886998242655E-02,-9.11467892537E-01,3.672688650699E-02
-1.0053484E-02,1.887058143461E-02,-9.11387838377E-01,3.672766987035E-02
-1.0053300E-02,1.886814973390E-02,-9.11475953134E-01,3.672750753617E-02
-1.0053116E-02,1.886493147424E-02,-9.11892885296E-01,3.672778804122E-02
-1.0052932E-02,1.886594584518E-02,-9.11887709470E-01,3.672819757169E-02
-1.0052748E-02,1.886700584743E-02,-9.11274894560E-01,3.672630987396E-02
-1.0052564E-02,1.886702656237E-02,-9.11878729193E-01,3.672684707480E-02
-1.0052380E-02,1.886948724467E-02,-9.11513576237E-01,3.672786946675E-02
-1.0052196E-02,1.887009154496E-02,-9.11775215017E-01,3.672526623854E-02
-1.0052012E-02,1.886935702365E-02,-9.11641432857E-01,3.672598506125E-02
-1.0051828E-02,1.886654781134E-02,-9.11656643683E-01,3.672564914716E-02
-1.0051644E-02,1.887281852149E-02,-9.11724874703E-01,3.672571976470E-02
-1.0051460E-02,1.887037861816E-02,-9.11813059309E-01,3.672538467484E-02
-1.0051276E-02,1.887205029329E-02,-9.11708942102E-01,3.672555282513E-02
-1.0051092E-02,1.886933029237E-02,-9.11962597119E-01,3.672661281457E-02
-1.0050908E-02,1.886431681997E-02,-9.11834239913E-01,3.672664281247E-02
-1.0050724E-02,1.886527255949E-02,-9.11776288366E-01,3.672580519026E-02
-1.0050540E-02,1.886174532658E-02,-9.12139301607E-01,3.672769799629E-02
-1.0050356E-02,1.885499622862E-02,-9.11816779943E-01,3.672794847550E-02
-1.0050172E-02,1.886010894509E-02,-9.11558149336E-01,3.672887006575E-02
-1.0049988E-02,1.886154304564E-02,-9.12034744350E-01,3.672776252298E-02
-1.0049804E-02,1.885942158944E-02,-9.11749959877E-01,3.672773414092E-02
-1.0049620E-02,1.886225075418E-02,-9.11744632712E-01,3.672843382495E-02
-1.0049436E-02,1.886270017436E-02,-9.11407074844E-01,3.672674902516E-02
-1.0049252E-02,1.886856328653E-02,-9.11835464602E-01,3.672699663123E-02
-1.0049068E-02,1.886427706181E-02,-9.11774546793E-01,3.672571114531E-02
-1.0048884E-02,1.886275354613E-02,-9.11811257200E-01,3.672658385044E-02
-1.0048700E-02,1.886140554984E-02,-9.11938447924E-01,3.672710484626E-02
-1.0048516E-02,1.886155242756E-02,-9.12303037429E-01,3.672738609636E-02
-1.0048332E-02,1.886177348628E-02,-9.12114663469E-01,3.672895404311E-02
-1.0048148E-02,1.886314070275E-02,-9.11539525213E-01,3.672886110643E-02
-1.0047964E-02,1.886548559138E-02,-9.11993621802E-01,3.672732905285E-02
-1.0047780E-02,1.886472948318E-02,-9.11873106332E-01,3.672817058196E-02
-1.0047596E-02,1.886877720085E-02,-9.11762281274E-01,3.672819288248E-02
-1.0047412E-02,1.886715977526E-02,-9.11901821336E-01,3.672669094322E-02
-1.0047228E-02,1.886624255524E-02,-9.12065845868E-01,3.672789432375E-02
-1.0047044E-02,1.886865539200E-02,-9.12064064713E-01,3.672884045901E-02
-1.0046860E-02,1.886607644221E-02,-9.12181350822E-01,3.672797872951E-02
-1.0046676E-02,1.886368229593E-02,-9.12331535900E-01,3.672819835866E-02
-1.0046492E-02,1.886431011095E-02,-9.12476645270E-01,3.672988635754E-02
-1.0046308E-02,1.886180274145E-02,-9.11732381163E-01,3.672764891094E-02
-1.0046124E-02,1.886083430684E-02,-9.12319829175E-01,3.672868186409E-02
-1.0045940E-02,1.886199050423E-02,-9.12208033213E-01,3.672953542123E-02
-1.0045756E-02,1.886165734221E-02,-9.11942771589E-01,3.672873528475E-02
-1.0045572E-02,1.886214151819E-02,-9.11919379095E-01,3.672650585217E-02
-1.0045388E-02,1.886175478300E-02,-9.12393969437E-01,3.672931832528E-02
-1.0045204E-02,1.886305724111E-02,-9.12424216466E-01,3.672746343805E-02
-1.0045020E-02,1.886479234629E-02,-9.12303244648E-01,3.672992412267E-02
-1.0044836E-02,1.886962821431E-02,-9.12055624602E-01,3.672958794316E-02
-1.0044652E-02,1.887145132132E-02,-9.12361831823E-01,3.672885164419E-02
-1.0044468E-02,1.887297017340E-02,-9.12499597715E-01,3.672906436758E-02
-1.0044284E-02,1.887090214718E-02,-9.12456400646E-01,3.672772870665E-02
-1.0044100E-02,1.886693774912E-02,-9.12552345498E-01,3.672759407466E-02
-1.0043916E-02,1.886245739952E-02,-9.12705860054E-01,3.672859675517E-02
-1.0043732E-02,1.886529876807E-02,-9.12491488224E-01,3.672820953453E-02
-1.0043548E-02,1.886769095625E-02,-9.12469539279E-01,3.672677809639E-02
-1.0043364E-02,1.886799322980E-02,-9.12277139677E-01,3.672634363441E-02
-1.0043180E-02,1.887129388939E-02,-9.12404886866E-01,3.672717100741E-02
-1.0042996E-02,1.887106867347E-02,-9.12728169886E-01,3.672867460908E-02
-1.0042812E-02,1.887740091028E-02,-9.12550564343E-01,3.672813474467E-02
-1.0042628E-02,1.887354390420E-02,-9.12174317008E-01,3.672708086470E-02
-1.0042444E-02,1.887553006949E-02,-9.12364702625E-01,3.672642113907E-02
-1.0042260E-02,1.886928698354E-02,-9.12648898037E-01,3.672668669174E-02
-1.0042076E-02,1.886740576200E-02,-9.12722640159E-01,3.672658799948E-02
-1.0041892E-02,1.886435626148E-02,-9.12899542553E-01,3.672664908959E-02
-1.0041708E-02,1.886313685755E-02,-9.12459106138E-01,3.672672328340E-02
-1.0041524E-02,1.886418830676E-02,-9.12297321437E-01,3.672684265567E-02
-1.0041340E-02,1.886193667379E-02,-9.12543164985E-01,3.672656497253E-02
-1.0041156E-02,1.886944728860E-02,-9.12589116441E-01,3.672667648444E-02
-1.0040972E-02,1.887004794044E-02,-9.13022810081E-01,3.672682093723E-02
-1.0040788E-02,1.886676427050E-02,-9.12674819073E-01,3.672666922944E-02
-1.0040604E-02,1.887007072757E-02,-9.12851199927E-01,3.672784253756E-02
-1.0040420E-02,1.887073295380E-02,-9.12306876807E-01,3.672790440997E-02
-1.0040236E-02,1.886965238679E-02,-9.12778945593E-01,3.672817070769E-02
-1.0040052E-02,1.886955945127E-02,-9.12973768963E-01,3.672981628018E-02
-1.0039868E-02,1.887178258694E-02,-9.12652607029E-01,3.672809257904E-02
-1.0039684E-02,1.887059812856E-02,-9.12250874052E-01,3.672724459121E-02
-1.0039500E-02,1.886920114936E-02,-9.12446896499E-01,3.672710360294E-02
-1.0039316E-02,1.886886350651E-02,-9.12785609206E-01,3.672771544462E-02
-1.0039132E-02,1.887102050663E-02,-9.12422134960E-01,3.672805485582E-02
-1.0038948E-02,1.886855350415E-02,-9.12767746439E-01,3.672724861452E-02
-1.0038764E-02,1.887099385917E-02,-9.13115874818E-01,3.672707048045E-02
-1.0038580E-02,1.886819384716E-02,-9.12819232279E-01,3.672612376777E-02
-1.0038396E-02,1.887637204098E-02,-9.12645305460E-01,3.672546991879E-02
-1.0038212E-02,1.887545969061E-02,-9.12881898647E-01,3.672901705174E-02
-1.0038028E-02,1.887606320277E-02,-9.12493981840E-01,3.672742663683E-02
-1.0037844E-02,1.887614564927E-02,-9.12808922539E-01,3.672745155903E-02
-1.0037660E-02,1.887577718895E-02,-9.12901614746E-01,3.672846774371E-02
-1.0037476E-02,1.887273144632E-02,-9.12341971369E-01,3.672728852635E-02
-1.0037292E-02,1.887053223982E-02,-9.12677783007E-01,3.672852165798E-02
-1.0037108E-02,1.886909532085E-02,-9.12917889608E-01,3.672647381933E-02
-1.0036924E-02,1.886720471972E-02,-9.12884348026E-01,3.672593534725E-02
-1.0036740E-02,1.886399332973E-02,-9.12668760819E-01,3.672519183053E-02
-1.0036556E-02,1.886645713312E-02,-9.13160126610E-01,3.672612777246E-02
-1.0036372E-02,1.886980563475E-02,-9.13008744782E-01,3.672648007317E-02
-1.0036188E-02,1.887163355903E-02,-9.12761373864E-01,3.672668153221E-02
-1.0036004E-02,1.887393755679E-02,-9.12964229891E-01,3.672541338285E-02
-1.0035820E-02,1.887277250601E-02,-9.12576497020E-01,3.672605009085E-02
-1.0035636E-02,1.886672283712E-02,-9.12745301565E-01,3.672723031869E-02
-1.0035452E-02,1.886771187958E-02,-9.12813311396E-01,3.672696263796E-02
-1.0035268E-02,1.886751987346E-02,-9.13084596349E-01,3.672885546727E-02
-1.0035084E-02,1.886565744601E-02,-9.12666565226E-01,3.672903563162E-02
-1.0034900E-02,1.886647184103E-02,-9.12867933465E-01,3.672742274856E-02
-1.0034716E-02,1.886619579469E-02,-9.12971254392E-01,3.672865825040E-02
-1.0034532E-02,1.886701374737E-02,-9.13076966489E-01,3.672625116805E-02
-1.0034348E-02,1.886851264353E-02,-9.13025711151E-01,3.672600775758E-02
-1.0034164E-02,1.886709191095E-02,-9.13304737722E-01,3.672732050331E-02
-1.0033980E-02,1.886846558497E-02,-9.13140284782E-01,3.672811994595E-02
-1.0033796E-02,1.886807033632E-02,-9.13307787804E-01,3.672869000385E-02
-1.0033612E-02,1.887207611304E-02,-9.13257922465E-01,3.672773322357E-02
-1.0033428E-02,1.887049803933E-02,-9.12641191343E-01,3.672752848161E-02
-1.0033244E-02,1.887565991565E-02,-9.13116740948E-01,3.672710060874E-02
-1.0033060E-02,1.887175649012E-02,-9.12982379040E-01,3.672798735822E-02
-1.0032876E-02,1.887377427615E-02,-9.13184122136E-01,3.672912325045E-02
-1.0032692E-02,1.887445819987E-02,-9.13503444707E-01,3.673094334813E-02
-1.0032508E-02,1.887071564285E-02,-9.13680514740E-01,3.673093225142E-02
-1.0032324E-02,1.886973030240E-02,-9.13536634715E-01,3.672947196091E-02
-1.0032140E-02,1.887252463217E-02,-9.13308695843E-01,3.672883324126E-02
-1.0031956E-02,1.887622372553E-02,-9.13524925662E-01,3.672874245593E-02
-1.0031772E-02,1.887152732539E-02,-9.13368614810E-01,3.672955607796E-02
-1.0031588E-02,1.887306932666E-02,-9.13105730386E-01,3.673042346524E-02
-1.0031404E-02,1.887340366913E-02,-9.13416976063E-01,3.673000079846E-02
-1.0031220E-02,1.887549358260E-02,-9.13673534477E-01,3.673174655331E-02
-1.0031036E-02,1.887727257752E-02,-9.13467779709E-01,3.673130822169E-02
-1.0030852E-02,1.887687841038E-02,-9.13478084793E-01,3.673138972638E-02
-1.0030668E-02,1.887087172902E-02,-9.13126131007E-01,3.673100132296E-02
-1.0030484E-02,1.887284671146E-02,-9.13404982956E-01,3.673008182352E-02
-1.0030300E-02,1.887676773084E-02,-9.13421371905E-01,3.672996048616E-02
-1.0030116E-02,1.887703629517E-02,-9.13650463289E-01,3.672900966635E-02
-1.0029932E-02,1.887746897250E-02,-9.13646833459E-01,3.672968415344E-02
-1.0029748E-02,1.888070574220E-02,-9.13317894982E-01,3.673026891692E-02
-1.0029564E-02,1.888103006830E-02,-9.13597424468E-01,3.672936436521E-02
-1.0029380E-02,1.887519770608E-02,-9.13503894070E-01,3.672962412970E-02
-1.0029196E-02,1.888221153015E-02,-9.13211719552E-01,3.673018890699E-02
-1.0029012E-02,1.887715683625E-02,-9.13392703468E-01,3.672898697468E-02
-1.0028828E-02,1.888197521636E-02,-9.13946679747E-01,3.673021226922E-02
-1.0028644E-02,1.888118486459E-02,-9.13592397654E-01,3.672917557215E-02
-1.0028460E-02,1.888183814081E-02,-9.13677376183E-01,3.672860262251E-02
-1.0028276E-02,1.887554649919E-02,-9.13442873815E-01,3.672927921904E-02
-1.0028092E-02,1.887356310108E-02,-9.13841146929E-01,3.672996761078E-02
-1.0027908E-02,1.887201901133E-02,-9.13550453214E-01,3.672991293283E-02
-1.0027724E-02,1.887323429415E-02,-9.13693574211E-01,3.672835365204E-02
-1.0027540E-02,1.887577907721E-02,-9.13663457567E-01,3.672771706978E-02
-1.0027356E-02,1.887325558186E-02,-9.13892716588E-01,3.672840710996E-02
-1.0027172E-02,1.887568240243E-02,-9.13905077567E-01,3.672743330045E-02
-1.0026988E-02,1.887534472466E-02,-9.13758892519E-01,3.672711117459E-02
-1.0026804E-02,1.887465878346E-02,-9.13799053477E-01,3.672597026253E-02
-1.0026620E-02,1.887215260839E-02,-9.14001150476E-01,3.672667971613E-02
-1.0026436E-02,1.887354996943E-02,-9.13905624719E-01,3.672710243413E-02
-1.0026252E-02,1.887084990347E-02,-9.14095889265E-01,3.672745344495E-02
-1.0026068E-02,1.887055963235E-02,-9.14046841161E-01,3.672766856650E-02
-1.0025884E-02,1.887168147209E-02,-9.14026186755E-01,3.672849328524E-02
-1.0025700E-02,1.887130731906E-02,-9.13900416298E-01,3.672770093462E-02
-1.0025516E-02,1.887277621383E-02,-9.14065444330E-01,3.672667145530E-02
-1.0025332E-02,1.888023732070E-02,-9.13951771753E-01,3.672624325646E-02
-1.0025148E-02,1.888290005227E-02,-9.14137363387E-01,3.672589785220E-02
-1.0024964E-02,1.888148697748E-02,-9.13841191167E-01,3.672487100853E-02
-1.0024780E-02,1.888108247382E-02,-9.14125794033E-01,3.672543151571E-02
-1.0024596E-02,1.887977557796E-02,-9.13847482251E-01,3.672641950460E-02
-1.0024412E-02,1.887730537172E-02,-9.13858243683E-01,3.672651214326E-02
-1.0024228E-02,1.887402654349E-02,-9.14101619227E-01,3.672593672561E-02
-1.0024044E-02,1.887432099393E-02,-9.14097509766E-01,3.672556029899E-02
-1.0023860E-02,1.887642386210E-02,-9.13769521238E-01,3.672385778544E-02
-1.0023676E-02,1.887835128422E-02,-9.14028943470E-01,3.672393751597E-02
-1.0023492E-02,1.888219402943E-02,-9.14188052947E-01,3.672290073508E-02
-1.0023308E-02,1.888489127232E-02,-9.14543105708E-01,3.672397706924E-02
-1.0023124E-02,1.888558529041E-02,-9.14303120179E-01,3.672533448121E-02
-1.0022940E-02,1.888215065308E-02,-9.14001911832E-01,3.672490105299E-02
-1.0022756E-02,1.887934706131E-02,-9.14331967896E-01,3.672734071301E-02
-1.0022572E-02,1.887539202770E-02,-9.13854595227E-01,3.672553618705E-02
-1.0022388E-02,1.887210150439E-02,-9.13962433068E-01,3.672478538739E-02
-1.0022204E-02,1.887148273251E-02,-9.14115596050E-01,3.672530451590E-02
-1.0022020E-02,1.887180449281E-02,-9.13876830554E-01,3.672621756127E-02
-1.0021836E-02,1.887029645223E-02,-9.14149596309E-01,3.672954882761E-02
-1.0021652E-02,1.887175995697E-02,-9.14035844570E-01,3.672655941719E-02
-1.0021468E-02,1.886557407634E-02,-9.14321877016E-01,3.672732046606E-02
-1.0021284E-02,1.887050031408E-02,-9.14054866834E-01,3.672835360082E-02
-1.0021100E-02,1.887066904179E-02,-9.14312279737E-01,3.672875867957E-02
-1.0020916E-02,1.887372149926E-02,-9.14459011937E-01,3.672756087301E-02
-1.0020732E-02,1.886992167289E-02,-9.14258155925E-01,3.672739811042E-02
-1.0020548E-02,1.887268458217E-02,-9.14787750179E-01,3.672822181402E-02
-1.0020364E-02,1.887443106811E-02,-9.14443987375E-01,3.672925408730E-02
-1.0020180E-02,1.886995888272E-02,-9.14891743986E-01,3.672892413834E-02
-1.0019996E-02,1.887281255986E-02,-9.14111491246E-01,3.672755057724E-02
-1.0019812E-02,1.886990651212E-02,-9.14512991393E-01,3.672747508423E-02
-1.0019628E-02,1.886664075152E-02,-9.14449596265E-01,3.672855858957E-02
-1.0019444E-02,1.886399733325E-02,-9.14396867109E-01,3.672845398808E-02
-1.0019260E-02,1.886610686969E-02,-9.14259985974E-01,3.672936398337E-02
-1.0019076E-02,1.886950281638E-02,-9.14705423592E-01,3.672767087618E-02
-1.0018892E-02,1.887226774896E-02,-9.14441342419E-01,3.672803246683E-02
-1.0018708E-02,1.887301320283E-02,-9.14567562239E-01,3.672972078236E-02
-1.0018524E-02,1.887723232809E-02,-9.14455035189E-01,3.672869260689E-02
-1.0018340E-02,1.887546585597E-02,-9.14723710110E-01,3.672837806201E-02
-1.0018156E-02,1.887359680681E-02,-9.14116851008E-01,3.672807548462E-02
-1.0017972E-02,1.886808837022E-02,-9.14706145367E-01,3.672886094345E-02
-1.0017788E-02,1.886993740526E-02,-9.14486625651E-01,3.672731651725E-02
-1.0017604E-02,1.886721420291E-02,-9.14406005712E-01,3.672645611489E-02
-1.0017420E-02,1.886747919445E-02,-9.14636922488E-01,3.672567041392E-02
-1.0017236E-02,1.886994917601E-02,-9.14647388225E-01,3.672750573872E-02
-1.0017052E-02,1.887011340892E-02,-9.14567003446E-01,3.672848810708E-02
-1.0016868E-02,1.886895246993E-02,-9.14487743238E-01,3.672783523133E-02
-1.0016684E-02,1.886926535124E-02,-9.14547366509E-01,3.672757031197E-02
-1.0016500E-02,1.887011160449E-02,-9.14714224590E-01,3.672603245160E-02
-1.0016316E-02,1.887203141189E-02,-9.14508330123E-01,3.672680022927E-02
-1.0016132E-02,1.886875385957E-02,-9.14676941419E-01,3.672867357997E-02
-1.0015948E-02,1.886875410870E-02,-9.14736462245E-01,3.672979022643E-02
-1.0015764E-02,1.886786275966E-02,-9.14567725221E-01,3.673002048196E-02
-1.0015580E-02,1.886952851274E-02,-9.14442099119E-01,3.672889194718E-02
-1.0015396E-02,1.886628636931E-02,-9.14646116970E-01,3.672873007400E-02
-1.0015212E-02,1.887041258466E-02,-9.14674347686E-01,3.672729716903E-02
-1.0015028E-02,1.887064118011E-02,-9.14489712985E-01,3.672765171887E-02
-1.0014844E-02,1.886774899744E-02,-9.14676408237E-01,3.672854962094E-02
-1.0014660E-02,1.886508612152E-02,-9.14638305502E-01,3.672748933813E-02
-1.0014476E-02,1.886524697140E-02,-9.15006454987E-01,3.672742916537E-02
-1.0014292E-02,1.886621873084E-02,-9.14604004892E-01,3.672722327789E-02
-1.0014108E-02,1.886539580606E-02,-9.14720334066E-01,3.672761478262E-02
-1.0013924E-02,1.886959980315E-02,-9.14788888721E-01,3.672929416211E-02
-1.0013740E-02,1.886912119648E-02,-9.14832293009E-01,3.672774490701E-02
-1.0013556E-02,1.887237694537E-02,-9.14865853218E-01,3.672822995378E-02
-1.0013372E-02,1.887270978027E-02,-9.14739773096E-01,3.672821776276E-02
-1.0013188E-02,1.887380272689E-02,-9.14963162458E-01,3.672725950634E-02
-1.0013004E-02,1.887164728323E-02,-9.14731479669E-01,3.672670271048E-02
-1.0012820E-02,1.887050178790E-02,-9.15049291169E-01,3.672601085423E-02
-1.0012636E-02,1.886913715935E-02,-9.14895010600E-01,3.672650722122E-02
-1.0012452E-02,1.886907901804E-02,-9.15001011407E-01,3.672537398791E-02
-1.0012268E-02,1.886888917958E-02,-9.14874752006E-01,3.672671861747E-02
-1.0012084E-02,1.887201009275E-02,-9.15283041494E-01,3.672509274712E-02
-1.0011900E-02,1.887025239136E-02,-9.14286004798E-01,3.672428391675E-02
-1.0011716E-02,1.887039300826E-02,-9.14816872636E-01,3.672655461157E-02
-1.0011532E-02,1.887049522790E-02,-9.15047153784E-01,3.672548292471E-02
-1.0011348E-02,1.886819181106E-02,-9.14891059464E-01,3.672613639185E-02
-1.0011164E-02,1.887284891869E-02,-9.15203541471E-01,3.672555714181E-02
-1.0010980E-02,1.887576464171E-02,-9.15103107644E-01,3.672438597573E-02
-1.0010796E-02,1.887386715695E-02,-9.15192970959E-01,3.672700162312E-02
-1.0010612E-02,1.887390160773E-02,-9.14975474542E-01,3.672666144824E-02
-1.0010428E-02,1.887295188921E-02,-9.15298988065E-01,3.672636208391E-02
-1.0010244E-02,1.887609857557E-02,-9.15328166401E-01,3.672669624245E-02
