in s,C1 in V,C2 in V,C3 in V
-7.7902840E-03,1.892024625748E-02,-8.71305710124E-01,3.670889047707E-02
-7.7901000E-03,1.892000228007E-02,-8.70915269433E-01,3.670924123177E-02
-7.7899160E-03,1.891709704724E-02,-8.70899739629E-01,3.670852847198E-02
-7.7897320E-03,1.891630068494E-02,-8.70690231631E-01,3.670973968027E-02
-7.7895480E-03,1.891579161704E-02,-8.70648049703E-01,3.670925857766E-02
-7.7893640E-03,1.891160955609E-02,-8.70694329450E-01,3.671029688125E-02
-7.7891800E-03,1.891308597944E-02,-8.70337337209E-01,3.670960741384E-02
-7.7889960E-03,1.891792320487E-02,-8.70624473272E-01,3.670837470131E-02
-7.7888120E-03,1.891683589391E-02,-8.70965144085E-01,3.670907067867E-02
-7.7886280E-03,1.891282609388E-02,-8.70811471203E-01,3.670832367415E-02
-7.7884440E-03,1.891679850829E-02,-8.70315770106E-01,3.670931274803E-02
-7.7882600E-03,1.891851801033E-02,-8.70160267176E-01,3.670944669550E-02
-7.7880760E-03,1.891850265282E-02,-8.70506963646E-01,3.670809702748E-02
-7.7878920E-03,1.891305060432E-02,-8.70993239759E-01,3.670924119452E-02
-7.7877080E-03,1.891146165508E-02,-8.70795196341E-01,3.670913432525E-02
-7.7875240E-03,1.891308325765E-02,-8.70665034698E-01,3.670888350612E-02
-7.7873400E-03,1.891104753784E-02,-8.70484218420E-01,3.670859859126E-02
-7.7871560E-03,1.890738143892E-02,-8.70561541477E-01,3.670931296689E-02
-7.7869720E-03,1.891032686996E-02,-8.70493021747E-01,3.670926815165E-02
-7.7867880E-03,1.890896124140E-02,-8.70283301873E-01,3.670874809181E-02
-7.7866040E-03,1.890756633089E-02,-8.70417663781E-01,3.670761976192E-02
-7.7864200E-03,1.890971381523E-02,-8.70652869297E-01,3.670781420810E-02
-7.7862360E-03,1.890905486260E-02,-8.70612007519E-01,3.670714628218E-02
-7.7860520E-03,1.891141813671E-02,-8.70330189308E-01,3.670663409667E-02
-7.7858680E-03,1.890827683456E-02,-8.70414928021E-01,3.670736645149E-02
-7.7856840E-03,1.890201242830E-02,-8.70645206841E-01,3.670722451327E-02
-7.7855000E-03,1.890276587641E-02,-8.70154842222E-01,3.670662229681E-02
-7.7853160E-03,1.890045774941E-02,-8.70221636677E-01,3.670758722151E-02
-7.7851320E-03,1.890569305703E-02,-8.69894667948E-01,3.670585439341E-02
-7.7849480E-03,1.890820856745E-02,-8.70208793739E-01,3.670714625889E-02
-7.7847640E-03,1.890601792329E-02,-8.70217087166E-01,3.670625370728E-02
-7.7845800E-03,1.890903944339E-02,-8.70014300989E-01,3.670575459754E-02
-7.7843960E-03,1.890942551036E-02,-8.70068070898E-01,3.670578799943E-02
-7.7842120E-03,1.890920204067E-02,-8.70456425427E-01,3.670719295541E-02
-7.7840280E-03,1.890997258321E-02,-8.70026021684E-01,3.670607409706E-02
-7.7838440E-03,1.890754268578E-02,-8.70147137856E-01,3.670464710599E-02
-7.7836600E-03,1.890699727767E-02,-8.70541050052E-01,3.670505075051E-02
-7.7834760E-03,1.890956927513E-02,-8.70193534018E-01,3.670416039681E-02
-7.7832920E-03,1.890313445664E-02,-8.69882267388E-01,3.670290251529E-02
-7.7831080E-03,1.890564447924E-02,-8.70082951104E-01,3.670332800863E-02
-7.7829240E-03,1.890688222557E-02,-8.69689027267E-01,3.670380264787E-02
-7.7827400E-03,1.890404855673E-02,-8.70209175581E-01,3.670597540947E-02
-7.7825560E-03,1.890285153015E-02,-8.70052115014E-01,3.670659439439E-02
-7.7823720E-03,1.890694563583E-02,-8.69861852797E-01,3.670564621953E-02
-7.7821880E-03,1.890783420953E-02,-8.69650554331E-01,3.670550597167E-02
-7.7820040E-03,1.890777573645E-02,-8.70162991295E-01,3.670660913257E-02
-7.7818200E-03,1.890785908050E-02,-8.70179836592E-01,3.670757483026E-02
-7.7816360E-03,1.891097467117E-02,-8.70002538385E-01,3.670631785212E-02
-7.7814520E-03,1.891205289591E-02,-8.69879163755E-01,3.670796658644E-02
-7.7812680E-03,1.890877907121E-02,-8.69829293760E-01,3.670683555571E-02
-7.7810840E-03,1.890882675260E-02,-8.69873783039E-01,3.670780428020E-02
-7.7809000E-03,1.891422419183E-02,-8.69707940100E-01,3.670715595396E-02
-7.7807160E-03,1.891035613910E-02,-8.69630349288E-01,3.670756496290E-02
-7.7805320E-03,1.891137894898E-02,-8.69873238215E-01,3.670728648813E-02
-7.7803480E-03,1.890933444564E-02,-8.69595962530E-01,3.670648520147E-02
-7.7801640E-03,1.891538199693E-02,-8.69669434568E-01,3.670845041318E-02
-7.7799800E-03,1.891475313067E-02,-8.70025893627E-01,3.670756632729E-02
-7.7797960E-03,1.891063283853E-02,-8.69703756133E-01,3.670573543558E-02
-7.7796120E-03,1.891184380351E-02,-8.69563501282E-01,3.670571462052E-02
-7.7794280E-03,1.891708134863E-02,-8.69702149602E-01,3.670524867984E-02
-7.7792440E-03,1.891427237846E-02,-8.69906903198E-01,3.670586445635E-02
-7.7790600E-03,1.892051683812E-02,-8.69448159309E-01,3.670727367779E-02
-7.7788760E-03,1.891688146003E-02,-8.69174839416E-01,3.670706159702E-02
-7.7786920E-03,1.891286316401E-02,-8.69255063543E-01,3.670583774602E-02
-7.7785080E-03,1.891520309452E-02,-8.69675527746E-01,3.670663373811E-02
-7.7783240E-03,1.891597656373E-02,-8.69449081318E-01,3.670529360684E-02
-7.7781400E-03,1.891632923464E-02,-8.69553468609E-01,3.670662013615E-02
-7.7779560E-03,1.891445021917E-02,-8.69694102975E-01,3.670759185949E-02
-7.7777720E-03,1.891662078633E-02,-8.69311343366E-01,3.670733996468E-02
-7.7775880E-03,1.891555736264E-02,-8.69393704878E-01,3.670892047497E-02
-7.7774040E-03,1.891620002294E-02,-8.69558243966E-01,3.670684607035E-02
-7.7772200E-03,1.891904097356E-02,-8.69297902053E-01,3.670659945613E-02
-7.7770360E-03,1.891399080938E-02,-8.69268639898E-01,3.670716703204E-02
-7.7768520E-03,1.890998612348E-02,-8.69661243586E-01,3.670634886516E-02
-7.7766680E-03,1.891309744752E-02,-8.69450967247E-01,3.670599724432E-02
-7.7764840E-03,1.891366337150E-02,-8.69069904974E-01,3.670632620608E-02
-7.7763000E-03,1.890966207095E-02,-8.69170958130E-01,3.670582923373E-02
-7.7761160E-03,1.891287456922E-02,-8.68810403580E-01,3.670654303195E-02
-7.7759320E-03,1.891890499698E-02,-8.69670258788E-01,3.670644879142E-02
-7.7757480E-03,1.891738914725E-02,-8.68970493274E-01,3.670545084668E-02
-7.7755640E-03,1.891553939743E-02,-8.69065485848E-01,3.670436749501E-02
-7.7753800E-03,1.891558994845E-02,-8.69433334982E-01,3.670637848122E-02
-7.7751960E-03,1.891403949776E-02,-8.69154052297E-01,3.670571452273E-02
-7.7750120E-03,1.891871614688E-02,-8.69328875514E-01,3.670763781095E-02
-7.7748280E-03,1.891544562139E-02,-8.69052170264E-01,3.670759160338E-02
-7.7746440E-03,1.891802570506E-02,-8.68884583423E-01,3.670969927950E-02
-7.7744600E-03,1.892024277666E-02,-8.69229789777E-01,3.670909056706E-02
-7.7742760E-03,1.891447780261E-02,-8.69161090767E-01,3.670822173158E-02
-7.7740920E-03,1.891499230944E-02,-8.68806082243E-01,3.670956185354E-02
-7.7739080E-03,1.891640090573E-02,-8.68826257018E-01,3.670783040380E-02
-7.7737240E-03,1.891680546178E-02,-8.68666926352E-01,3.670807874562E-02
-7.7735400E-03,1.891380876841E-02,-8.68851186195E-01,3.670666317722E-02
-7.7733560E-03,1.891227660075E-02,-8.68823234877E-01,3.670807632884E-02
-7.7731720E-03,1.891394659717E-02,-8.68863349268E-01,3.670747070840E-02
-7.7729880E-03,1.891082505536E-02,-8.68802769063E-01,3.670876704888E-02
-7.7728040E-03,1.891150801981E-02,-8.68932944676E-01,3.671013508258E-02
-7.7726200E-03,1.890858269952E-02,-8.68730095634E-01,3.670879016897E-02
-7.7724360E-03,1.891074552856E-02,-8.68436060799E-01,3.671069691224E-02
-7.7722520E-03,1.891073359599E-02,-8.68823758746E-01,3.670905082753E-02
-7.7720680E-03,1.891165098249E-02,-8.68612376461E-01,3.671007165020E-02
-7.7718840E-03,1.890851425313E-02,-8.69177817320E-01,3.670889525009E-02
-7.7717000E-03,1.890916809513E-02,-8.68706770660E-01,3.671029722584E-02
-7.7715160E-03,1.890914363278E-02,-8.68465586053E-01,3.670876443652E-02
-7.7713320E-03,1.890921118742E-02,-8.69121702807E-01,3.670999535626E-02
-7.7711480E-03,1.891028399885E-02,-8.68515078863E-01,3.671201845897E-02
-7.7709640E-03,1.890784201635E-02,-8.68419492571E-01,3.671091146568E-02
-7.7707800E-03,1.890996920833E-02,-8.68461013259E-01,3.671030618051E-02
-7.7705960E-03,1.890854509038E-02,-8.68639971549E-01,3.671094046706E-02
-7.7704120E-03,1.890773183390E-02,-8.68782717688E-01,3.671164510572E-02
-7.7702280E-03,1.890954314339E-02,-8.68744549761E-01,3.671241576118E-02
-7.7700440E-03,1.890601605250E-02,-8.68561677588E-01,3.671339121448E-02
-7.7698600E-03,1.890712214591E-02,-8.68867307389E-01,3.671274218509E-02
-7.7696760E-03,1.890490995327E-02,-8.68445143523E-01,3.671211170765E-02
-7.7694920E-03,1.891214033196E-02,-8.68687224528E-01,3.671178867376E-02
-7.7693080E-03,1.891119099994E-02,-8.68410044303E-01,3.670910778722E-02
-7.7691240E-03,1.891654213731E-02,-8.68054716801E-01,3.670881776871E-02
-7.7689400E-03,1.891337675930E-02,-8.68313510390E-01,3.671031712821E-02
-7.7687560E-03,1.891522656384E-02,-8.68333948264E-01,3.671044882188E-02
-7.7685720E-03,1.891756693556E-02,-8.68347655004E-01,3.671072833506E-02
-7.7683880E-03,1.891261759054E-02,-8.68125986261E-01,3.671171847066E-02
-7.7682040E-03,1.891281541161E-02,-8.68379231496E-01,3.671175169559E-02
-7.7680200E-03,1.891484291133E-02,-8.68320118124E-01,3.671260779990E-02
-7.7678360E-03,1.891482445252E-02,-8.68248182768E-01,3.671178252237E-02
-7.7676520E-03,1.891382186980E-02,-8.68121662596E-01,3.671236948377E-02
-7.7674680E-03,1.891006163860E-02,-8.67889788887E-01,3.671312200172E-02
-7.7672840E-03,1.890973610411E-02,-8.68203192903E-01,3.671205786789E-02
-7.7671000E-03,1.891352222258E-02,-8.67896471126E-01,3.671222449081E-02
-7.7669160E-03,1.891491647068E-02,-8.67881509429E-01,3.671124222023E-02
-7.7667320E-03,1.891471236435E-02,-8.67758286139E-01,3.671159463270E-02
-7.7665480E-03,1.891570844179E-02,-8.68142994540E-01,3.671214356354E-02
-7.7663640E-03,1.891540555124E-02,-8.68056872813E-01,3.670913553132E-02
-7.7661800E-03,1.891442705950E-02,-8.67694599973E-01,3.670899710884E-02
-7.7659960E-03,1.891363763556E-02,-8.67928867182E-01,3.670854049535E-02
-7.7658120E-03,1.891368395722E-02,-8.67482852144E-01,3.670991875963E-02
-7.7656280E-03,1.890950597314E-02,-8.67835406633E-01,3.671037527999E-02
-7.7654440E-03,1.891144121954E-02,-8.67939898698E-01,3.671000359846E-02
-7.7652600E-03,1.891498344674E-02,-8.67716874881E-01,3.671208456425E-02
-7.7650760E-03,1.891303309429E-02,-8.67742355866E-01,3.671123001060E-02
-7.7648920E-03,1.892019807900E-02,-8.67756069591E-01,3.671219069311E-02
-7.7647080E-03,1.891832992158E-02,-8.67633183906E-01,3.671155871158E-02
-7.7645240E-03,1.891755680743E-02,-8.67701629130E-01,3.671296438003E-02
-7.7643400E-03,1.891748324459E-02,-8.67724372027E-01,3.671068296568E-02
-7.7641560E-03,1.891931734470E-02,-8.67723419750E-01,3.671271565637E-02
-7.7639720E-03,1.891585833699E-02,-8.67700783955E-01,3.671220319612E-02
-7.7637880E-03,1.891253864466E-02,-8.67398255458E-01,3.671141555799E-02
-7.7636040E-03,1.891513626863E-02,-8.67220172612E-01,3.671217084663E-02
-7.7634200E-03,1.891643207593E-02,-8.67752295407E-01,3.671179255271E-02
-7.7632360E-03,1.891306444726E-02,-8.67307130201E-01,3.671176677370E-02
-7.7630520E-03,1.891598133909E-02,-8.67371049197E-01,3.671138843788E-02
-7.7628680E-03,1.891604154910E-02,-8.67174409749E-01,3.671135574380E-02
-7.7626840E-03,1.892041852189E-02,-8.67719722399E-01,3.671230689889E-02
-7.7625000E-03,1.891654631895E-02,-8.67473659990E-01,3.671297890401E-02
-7.7623160E-03,1.891701996050E-02,-8.67606506171E-01,3.671343782717E-02
-7.7621320E-03,1.892005222108E-02,-8.67299349001E-01,3.671410440268E-02
-7.7619480E-03,1.891983613212E-02,-8.67276862217E-01,3.671348800683E-02
-7.7617640E-03,1.891851849229E-02,-8.67411470925E-01,3.671142727869E-02
-7.7615800E-03,1.891685640047E-02,-8.67158332793E-01,3.671229178352E-02
-7.7613960E-03,1.891207984838E-02,-8.67391044693E-01,3.671193014165E-02
-7.7612120E-03,1.891413668477E-02,-8.67560037831E-01,3.671138224458E-02
-7.7610280E-03,1.890846908748E-02,-8.67456712248E-01,3.671033726806E-02
-7.7608440E-03,1.890994642701E-02,-8.67470817128E-01,3.671213510247E-02
-7.7606600E-03,1.891213152398E-02,-8.67380348453E-01,3.671016026555E-02
-7.7604760E-03,1.891540498662E-02,-8.67439552629E-01,3.670920529669E-02
-7.7602920E-03,1.891397676038E-02,-8.67465562141E-01,3.670952593708E-02
-7.7601080E-03,1.891190707175E-02,-8.67474705400E-01,3.670899260124E-02
-7.7599240E-03,1.891407211035E-02,-8.67319873022E-01,3.670896822853E-02
-7.7597400E-03,1.891588171086E-02,-8.67326154793E-01,3.671008442795E-02
-7.7595560E-03,1.891157142425E-02,-8.67635097774E-01,3.671201899914E-02
-7.7593720E-03,1.891287149702E-02,-8.67346839467E-01,3.671079499448E-02
-7.7591880E-03,1.891423869369E-02,-8.67043740535E-01,3.671331656897E-02
-7.7590040E-03,1.891394124556E-02,-8.67216619616E-01,3.671295707846E-02
-7.7588200E-03,1.891076333312E-02,-8.66806670045E-01,3.671179318601E-02
-7.7586360E-03,1.891426113973E-02,-8.67135522375E-01,3.671414199552E-02
-7.7584520E-03,1.891748864975E-02,-8.67680464825E-01,3.671226586947E-02
-7.7582680E-03,1.891711125806E-02,-8.67628732184E-01,3.671153911190E-02
-7.7580840E-03,1.891570119260E-02,-8.67011637846E-01,3.671132127089E-02
-7.7579000E-03,1.891191831397E-02,-8.67037742818E-01,3.671207057579E-02
-7.7577160E-03,1.891119626307E-02,-8.67201806931E-01,3.671268871786E-02
-7.7575320E-03,1.890951916649E-02,-8.66770318197E-01,3.671253557583E-02
-7.7573480E-03,1.890703760393E-02,-8.66845869413E-01,3.671357396791E-02
-7.7571640E-03,1.890849742180E-02,-8.66947418498E-01,3.671230986049E-02
-7.7569800E-03,1.890999615615E-02,-8.67167315399E-01,3.671441828633E-02
-7.7567960E-03,1.890408608204E-02,-8.67303160438E-01,3.671377251191E-02
-7.7566120E-03,1.890633967662E-02,-8.66678738920E-01,3.671513688551E-02
-7.7564280E-03,1.890918320234E-02,-8.66953993635E-01,3.671499690307E-02
-7.7562440E-03,1.890899077597E-02,-8.66746671917E-01,3.671314196462E-02
-7.7560600E-03,1.891451949094E-02,-8.66532139434E-01,3.671496871660E-02
-7.7558760E-03,1.891470347139E-02,-8.66849271068E-01,3.671397586620E-02
-7.7556920E-03,1.891466608926E-02,-8.67312499275E-01,3.671296736026E-02
-7.7555080E-03,1.891428240764E-02,-8.66831268603E-01,3.671189517049E-02
-7.7553240E-03,1.891240694750E-02,-8.66753647523E-01,3.671350572990E-02
-7.7551400E-03,1.890969940069E-02,-8.66783533664E-01,3.671370653702E-02
-7.7549560E-03,1.890845665898E-02,-8.66785505740E-01,3.671334055519E-02
-7.7547720E-03,1.891040070638E-02,-8.66425179364E-01,3.671388104824E-02
-7.7545880E-03,1.891094836014E-02,-8.66812728299E-01,3.671404015074E-02
-7.7544040E-03,1.890888770533E-02,-8.66542987013E-01,3.671301662257E-02
-7.7542200E-03,1.890793235231E-02,-8.66921383375E-01,3.671382760430E-02
-7.7540360E-03,1.891273940754E-02,-8.66672084620E-01,3.671574047567E-02
-7.7538520E-03,1.891047805621E-02,-8.66771077225E-01,3.671447562320E-02
-7.7536680E-03,1.891423185429E-02,-8.66880640341E-01,3.671441558549E-02
-7.7534840E-03,1.891511235226E-02,-8.66437666072E-01,3.671230239594E-02
-7.7533000E-03,1.891299315452E-02,-8.66358000739E-01,3.671144074095E-02
-7.7531160E-03,1.890921172992E-02,-8.66434909357E-01,3.671238870161E-02
-7.7529320E-03,1.890895681995E-02,-8.66717884736E-01,3.671205815660E-02
-7.7527480E-03,1.890884422654E-02,-8.66847615642E-01,3.670997800572E-02
-7.7525640E-03,1.890549212884E-02,-8.66566873109E-01,3.671054699259E-02
-7.7523800E-03,1.890791640806E-02,-8.66415705485E-01,3.670959834741E-02
-7.7521960E-03,1.890492187653E-02,-8.66386245424E-01,3.671000608975E-02
-7.7520120E-03,1.890699864788E-02,-8.66617255332E-01,3.670918593450E-02
-7.7518280E-03,1.891237009041E-02,-8.66540668020E-01,3.670900482485E-02
-7.7516440E-03,1.891650807651E-02,-8.66604852444E-01,3.670909368234E-02
-7.7514600E-03,1.891648329868E-02,-8.66568088485E-01,3.671012356212E-02
-7.7512760E-03,1.891628850092E-02,-8.66443656804E-01,3.670876201974E-02
-7.7510920E-03,1.891670198136E-02,-8.66258921986E-01,3.670947973417E-02
-7.7509080E-03,1.891541506819E-02,-8.66119533265E-01,3.670873451313E-02
-7.7507240E-03,1.891331661915E-02,-8.66420164192E-01,3.670735044671E-02
-7.7505400E-03,1.890941561971E-02,-8.65930158133E-01,3.670856830930E-02
-7.7503560E-03,1.891303229452E-02,-8.65702235559E-01,3.670745658955E-02
-7.7501720E-03,1.890688371336E-02,-8.65903918119E-01,3.670952200225E-02
-7.7499880E-03,1.890987937063E-02,-8.66061432706E-01,3.670971503748E-02
-7.7498040E-03,1.890876771606E-02,-8.66084208200E-01,3.670871710671E-02
-7.7496200E-03,1.890884346053E-02,-8.66167205339E-01,3.670986222370E-02
-7.7494360E-03,1.890918234553E-02,-8.65928390948E-01,3.670936632236E-02
-7.7492520E-03,1.890841500907E-02,-8.65736766672E-01,3.670860133400E-02
-7.7490680E-03,1.891027771010E-02,-8.66178793320E-01,3.670784776365E-02
-7.7488840E-03,1.891224154926E-02,-8.66053854069E-01,3.670859932235E-02
-7.7487000E-03,1.891030966959E-02,-8.66016913159E-01,3.670801443314E-02
-7.7485160E-03,1.891226682303E-02,-8.65909105586E-01,3.671032178482E-02
-7.7483320E-03,1.890956386066E-02,-8.65482382895E-01,3.670794222305E-02
-7.7481480E-03,1.890913213211E-02,-8.66062864615E-01,3.670907006400E-02
-7.7479640E-03,1.890610507879E-02,-8.65702226246E-01,3.671051798189E-02
-7.7477800E-03,1.890510275218E-02,-8.65700766398E-01,3.670976065831E-02
-7.7475960E-03,1.890212030456E-02,-8.66042340593E-01,3.670922589289E-02
-7.7474120E-03,1.891239418605E-02,-8.66006093519E-01,3.670669751974E-02
-7.7472280E-03,1.890789931015E-02,-8.65569726983E-01,3.670788853230E-02
-7.7470440E-03,1.891221888436E-02,-8.65134163713E-01,3.670930832425E-02
-7.7468600E-03,1.891800148835E-02,-8.65712147159E-01,3.670777681084E-02
-7.7466760E-03,1.891494721015E-02,-8.65423048334E-01,3.670830304535E-02
-7.7464920E-03,1.891398608990E-02,-8.65745346481E-01,3.671109803753E-02
-7.7463080E-03,1.891040366565E-02,-8.65774166258E-01,3.670980130589E-02
-7.7461240E-03,1.890759831018E-02,-8.66072985763E-01,3.670968611525E-02
-7.7459400E-03,1.890605301553E-02,-8.65748729510E-01,3.670950325472E-02
-7.7457560E-03,1.891143634639E-02,-8.65592702711E-01,3.671020797720E-02
-7.7455720E-03,1.890754732493E-02,-8.65624011448E-01,3.671100430923E-02
-7.7453880E-03,1.890454813678E-02,-8.65772166243E-01,3.671161837677E-02
-7.7452040E-03,1.891029890351E-02,-8.65448114881E-01,3.671173563028E-02
-7.7450200E-03,1.890694771035E-02,-8.65802394645E-01,3.671280085841E-02
-7.7448360E-03,1.890525261479E-02,-8.65762489801E-01,3.671236349536E-02
-7.7446520E-03,1.890738310365E-02,-8.65180969657E-01,3.671054649899E-02
-7.7444680E-03,1.890734540605E-02,-8.65266285790E-01,3.671055845717E-02
-7.7442840E-03,1.890901106483E-02,-8.65344053553E-01,3.671002145657E-02
-7.7441000E-03,1.890596295896E-02,-8.65231365850E-01,3.671109120628E-02
-7.7439160E-03,1.890562231493E-02,-8.65083895577E-01,3.671220194815E-02
-7.7437320E-03,1.890490797072E-02,-8.65229531145E-01,3.671103790203E-02
-7.7435480E-03,1.890375079195E-02,-8.65425895853E-01,3.671161499606E-02
-7.7433640E-03,1.890240705762E-02,-8.64872385235E-01,3.671071702415E-02
-7.7431800E-03,1.890655409501E-02,-8.64999727299E-01,3.671209849218E-02
-7.7429960E-03,1.890233963568E-02,-8.65395239042E-01,3.670990445917E-02
-7.7428120E-03,1.890124639569E-02,-8.64934083028E-01,3.671176389126E-02
-7.7426280E-03,1.890206170458E-02,-8.65393059747E-01,3.671239268767E-02
-7.7424440E-03,1.890445488345E-02,-8.65275498899E-01,3.671051415881E-02
-7.7422600E-03,1.890620203180E-02,-8.65093204146E-01,3.670990926014E-02
-7.7420760E-03,1.890721978926E-02,-8.64715469023E-01,3.671151188934E-02
-7.7418920E-03,1.890527040538E-02,-8.64643903868E-01,3.671031100476E-02
-7.7417080E-03,1.890558975705E-02,-8.65036309650E-01,3.670972653000E-02
-7.7415240E-03,1.890915734999E-02,-8.64787192503E-01,3.670984627945E-02
-7.7413400E-03,1.890744888064E-02,-8.64878743840E-01,3.670994772842E-02
-7.7411560E-03,1.890442521384E-02,-8.65071145771E-01,3.670971956836E-02
-7.7409720E-03,1.890569184747E-02,-8.65098009771E-01,3.671188712852E-02
-7.7407880E-03,1.891003844052E-02,-8.64886834705E-01,3.671055296702E-02
-7.7406040E-03,1.890732640357E-02,-8.65120999468E-01,3.671122609904E-02
-7.7404200E-03,1.891070165861E-02,-8.64908858156E-01,3.671000250416E-02
-7.7402360E-03,1.891017925300E-02,-8.64743678784E-01,3.670836926704E-02
-7.7400520E-03,1.891137179759E-02,-8.64454931533E-01,3.670775397016E-02
-7.7398680E-03,1.891230591530E-02,-8.64903479768E-01,3.670736395555E-02
-7.7396840E-03,1.891386663265E-02,-8.64833586337E-01,3.670741119688E-02
-7.7395000E-03,1.891755288889E-02,-8.64551572548E-01,3.670717302045E-02
-7.7393160E-03,1.891470270654E-02,-8.64678458264E-01,3.670805745093E-02
-7.7391320E-03,1.891280531258E-02,-8.64416572684E-01,3.670729873968E-02
-7.7389480E-03,1.891158832077E-02,-8.64764575334E-01,3.670731020426E-02
-7.7387640E-03,1.891050004241E-02,-8.64597945428E-01,3.670838000985E-02
-7.7385800E-03,1.890941421225E-02,-8.64619091107E-01,3.670961089699E-02
-7.7383960E-03,1.891110858138E-02,-8.64798864303E-01,3.670866587931E-02
-7.7382120E-03,1.891618432899E-02,-8.64639049349E-01,3.670847794307E-02
-7.7380280E-03,1.891445063593E-02,-8.64135576365E-01,3.670720272033E-02
-7.7378440E-03,1.891395463216E-02,-8.64565113978E-01,3.670795289135E-02
-7.7376600E-03,1.891429379539E-02,-8.64913957147E-01,3.670743367901E-02
-7.7374760E-03,1.891267985179E-02,-8.64774328610E-01,3.670875304179E-02
-7.7372920E-03,1.891695381797E-02,-8.64349990105E-01,3.671014330616E-02
-7.7371080E-03,1.891861363154E-02,-8.64940588316E-01,3.671138264971E-02
-7.7369240E-03,1.890878748338E-02,-8.64204135677E-01,3.671072376693E-02
-7.7367400E-03,1.890902472151E-02,-8.64415604109E-01,3.671060743077E-02
-7.7365560E-03,1.891323427277E-02,-8.64129394712E-01,3.670969327247E-02
-7.7363720E-03,1.891188082708E-02,-8.64394435147E-01,3.670935918378E-02
-7.7361880E-03,1.890781405921E-02,-8.64567421330E-01,3.671313772244E-02
-7.7360040E-03,1.891211608847E-02,-8.64152391395E-01,3.670934159109E-02
-7.7358200E-03,1.891010475069E-02,-8.64086477039E-01,3.671018314349E-02
-7.7356360E-03,1.890971815752E-02,-8.64253414283E-01,3.671313834177E-02
-7.7354520E-03,1.891071480656E-02,-8.64227921655E-01,3.671250921940E-02
-7.7352680E-03,1.891632534171E-02,-8.64323854865E-01,3.671092711655E-02
-7.7350840E-03,1.891960144582E-02,-8.63786456129E-01,3.671155270921E-02
-7.7349000E-03,1.891756387035E-02,-8.64126919722E-01,3.671169806538E-02
-7.7347160E-03,1.891691188517E-02,-8.64246624941E-01,3.671184354728E-02
-7.7345320E-03,1.891448052440E-02,-8.63784025377E-01,3.671113183523E-02
-7.7343480E-03,1.891128874923E-02,-8.63906294061E-01,3.671053112285E-02
-7.7341640E-03,1.890905610941E-02,-8.64447255107E-01,3.671150289277E-02
-7.7339800E-03,1.891060264272E-02,-8.64015109790E-01,3.671207092969E-02
-7.7337960E-03,1.891126486313E-02,-8.63877807232E-01,3.671066069311E-02
-7.7336120E-03,1.890943751860E-02,-8.63493124442E-01,3.671048822148E-02
-7.7334280E-03,1.891506609464E-02,-8.64309393754E-01,3.671089494402E-02
-7.7332440E-03,1.891558930467E-02,-8.64494601218E-01,3.671055865740E-02
-7.7330600E-03,1.891427100593E-02,-8.63539541559E-01,3.670980884494E-02
-7.7328760E-03,1.891526162115E-02,-8.63720329897E-01,3.670962555600E-02
-7.7326920E-03,1.891649329992E-02,-8.63812651904E-01,3.670957969768E-02
-7.7325080E-03,1.891364539697E-02,-8.63630068442E-01,3.671118060393E-02
-7.7323240E-03,1.891327557809E-02,-8.63610955374E-01,3.671055252465E-02
-7.7321400E-03,1.891100054796E-02,-8.63509832369E-01,3.670907420838E-02
-7.7319560E-03,1.891320142270E-02,-8.63211504137E-01,3.671183197560E-02
-7.7317720E-03,1.891001944853E-02,-8.63594349893E-01,3.671094105380E-02
-7.7315880E-03,1.891288069616E-02,-8.63477166230E-01,3.671009916147E-02
-7.7314040E-03,1.891024377852E-02,-8.63453624723E-01,3.671246356132E-02
-7.7312200E-03,1.891242442376E-02,-8.63844144577E-01,3.671253293553E-02
-7.7310360E-03,1.890974143127E-02,-8.63456390752E-01,3.671247343333E-02
-7.7308520E-03,1.891547936670E-02,-8.63933528261E-01,3.671218394568E-02
-7.7306680E-03,1.891474488614E-02,-8.63606508309E-01,3.671205734635E-02
-7.7304840E-03,1.891239670760E-02,-8.63856449677E-01,3.671084116014E-02
-7.7303000E-03,1.891298886927E-02,-8.63927386189E-01,3.671120850170E-02
-7.7301160E-03,1.890805639516E-02,-8.63553595217E-01,3.671224563649E-02
-7.7299320E-03,1.890629765534E-02,-8.63704092288E-01,3.671011169707E-02
-7.7297480E-03,1.890299765932E-02,-8.63365842914E-01,3.671129608328E-02
-7.7295640E-03,1.890650322035E-02,-8.64093908994E-01,3.671183371717E-02
-7.7293800E-03,1.890510295242E-02,-8.63362783520E-01,3.671195897540E-02
-7.7291960E-03,1.890637745921E-02,-8.63404835062E-01,3.670827309867E-02
-7.7290120E-03,1.890768711994E-02,-8.63307856442E-01,3.670796955271E-02
-7.7288280E-03,1.890703350612E-02,-8.63828810351E-01,3.670801554607E-02
-7.7286440E-03,1.891144458860E-02,-8.63189187320E-01,3.670804528786E-02
-7.7284600E-03,1.890934484618E-02,-8.63242770964E-01,3.670720343744E-02
-7.7282760E-03,1.890945277483E-02,-8.63455992611E-01,3.670835174887E-02
-7.7280920E-03,1.890999402808E-02,-8.63174283830E-01,3.670940627145E-02
-7.7279080E-03,1.890796295790E-02,-8.63228202751E-01,3.671079460798E-02
