XLabel,Wavenumber
YLabel,%Transmittance
FileType,%Transmittance
DisplayDirection,20300
PeakDirection,20311
580.090047,0.000001
580.572250,0.366757
581.054453,0.412184
581.536656,0.000001
582.018859,0.000001
582.501062,1.074233
582.983265,0.226849
583.465467,0.000001
583.947670,0.000001
584.429873,0.390472
584.912076,0.271471
585.394279,0.000001
585.876482,0.000001
586.358685,0.000001
586.840887,0.000001
587.323090,0.000001
587.805293,0.028335
588.287496,0.189615
588.769699,0.131970
589.251902,0.308180
589.734105,0.797970
590.216307,1.073807
590.698510,1.644048
591.180713,1.579609
591.662916,0.205024
592.145119,0.096650
592.627322,1.033281
593.109525,1.283562
593.591728,0.197094
594.073930,0.000001
594.556133,0.046603
595.038336,0.790352
595.520539,0.000001
596.002742,0.000001
596.484945,0.000001
596.967148,0.000001
597.449350,0.009344
597.931553,0.889100
598.413756,0.534942
598.895959,0.000001
599.378162,0.000001
599.860365,0.539897
600.342568,0.970421
600.824771,1.480308
601.306973,1.884189
601.789176,0.587701
602.271379,0.000001
602.753582,0.000001
603.235785,0.000001
603.717988,0.000001
604.200191,0.036441
604.682393,0.242468
605.164596,0.034644
605.646799,0.000001
606.129002,0.000001
606.611205,0.000001
607.093408,0.222356
607.575611,1.285494
608.057814,1.048088
608.540016,0.000001
609.022219,0.000001
609.504422,0.000001
609.986625,0.186375
610.468828,1.322412
610.951031,0.918540
611.433234,0.000001
611.915436,0.111093
612.397639,1.304756
612.879842,0.621791
613.362045,0.541858
613.844248,0.529554
614.326451,0.417348
614.808654,0.423718
615.290857,0.812751
615.773059,0.873206
616.255262,0.000001
616.737465,0.000001
617.219668,0.000001
617.701871,0.000001
618.184074,0.196549
618.666277,0.000001
619.148479,0.000001
619.630682,0.000001
620.112885,0.000001
620.595088,0.000001
621.077291,0.000001
621.559494,0.069796
622.041697,0.395217
622.523899,0.146720
623.006102,0.000001
623.488305,0.112013
623.970508,0.220440
624.452711,0.858112
624.934914,1.163253
625.417117,1.296892
625.899320,0.676072
626.381522,0.000001
626.863725,0.000001
627.345928,0.000001
627.828131,0.000001
628.310334,0.000001
628.792537,0.000001
629.274740,0.000001
629.756942,0.433190
630.239145,0.392227
630.721348,0.000001
631.203551,0.131879
631.685754,0.212791
632.167957,0.000001
632.650160,0.000001
633.132363,0.277314
633.614565,0.000001
634.096768,0.000001
634.578971,0.000001
635.061174,0.000001
635.543377,0.111588
636.025580,0.864501
636.507783,0.879181
636.989985,0.409208
637.472188,0.331789
637.954391,0.342742
638.436594,0.274553
638.918797,0.000001
639.401000,0.000001
639.883203,0.000001
640.365406,0.000001
640.847608,0.000001
641.329811,0.000001
641.812014,0.143185
642.294217,0.795683
642.776420,0.838311
643.258623,0.740124
643.740826,0.409536
644.223028,0.000001
644.705231,0.000001
645.187434,0.210192
645.669637,0.000001
646.151840,0.000001
646.634043,0.000001
647.116246,0.000001
647.598449,0.691495
648.080651,1.294951
