Time [s],CH0 [V],CH1 [V],CH2 [V],CH3 [V],
4.480000e+00,-0.128000000000, -18.400000000000, -1.500000000000, 0.400000000000,
4.480020e+00,-0.132000000000, -18.400000000000, -1.460000000000, 0.360000000000,
4.480040e+00,-0.128000000000, -18.200000000000, -1.440000000000, 0.360000000000,
4.480060e+00,-0.128000000000, -18.200000000000, -1.460000000000, 0.400000000000,
4.480080e+00,-0.132000000000, -18.400000000000, -1.440000000000, 0.360000000000,
4.480100e+00,-0.128000000000, -18.200000000000, -1.460000000000, 0.400000000000,
4.480120e+00,-0.132000000000, -18.400000000000, -1.460000000000, 0.360000000000,
4.480140e+00,-0.132000000000, -18.400000000000, -1.440000000000, 0.360000000000,
4.480160e+00,-0.132000000000, -18.200000000000, -1.460000000000, 0.400000000000,
4.480180e+00,-0.128000000000, -18.400000000000, -1.440000000000, 0.380000000000,
4.480200e+00,-0.128000000000, -18.200000000000, -1.420000000000, 0.380000000000,
4.480220e+00,-0.132000000000, -18.400000000000, -1.440000000000, 0.380000000000,
4.480240e+00,-0.132000000000, -18.200000000000, -1.440000000000, 0.360000000000,
4.480260e+00,-0.136000000000, -18.200000000000, -1.400000000000, 0.360000000000,
4.480280e+00,-0.128000000000, -18.200000000000, -1.420000000000, 0.360000000000,
4.480300e+00,-0.132000000000, -18.400000000000, -1.440000000000, 0.360000000000,
4.480320e+00,-0.132000000000, -18.200000000000, -1.420000000000, 0.400000000000,
4.480340e+00,-0.132000000000, -18.200000000000, -1.400000000000, 0.360000000000,
4.480360e+00,-0.132000000000, -18.200000000000, -1.440000000000, 0.380000000000,
4.480380e+00,-0.128000000000, -18.200000000000, -1.380000000000, 0.360000000000,
4.480400e+00,-0.128000000000, -18.400000000000, -1.440000000000, 0.340000000000,
4.480420e+00,-0.136000000000, -18.200000000000, -1.400000000000, 0.340000000000,
4.480440e+00,-0.132000000000, -18.400000000000, -1.420000000000, 0.360000000000,
4.480460e+00,-0.132000000000, -18.400000000000, -1.380000000000, 0.360000000000,
4.480480e+00,-0.132000000000, -18.200000000000, -1.380000000000, 0.380000000000,
4.480500e+00,-0.132000000000, -18.400000000000, -1.400000000000, 0.360000000000,
4.480520e+00,-0.132000000000, -18.400000000000, -1.400000000000, 0.340000000000,
4.480540e+00,-0.132000000000, -18.400000000000, -1.380000000000, 0.380000000000,
4.480560e+00,-0.136000000000, -18.400000000000, -1.360000000000, 0.340000000000,
4.480580e+00,-0.136000000000, -18.400000000000, -1.340000000000, 0.360000000000,
4.480600e+00,-0.132000000000, -18.200000000000, -1.360000000000, 0.360000000000,
4.480620e+00,-0.132000000000, -18.200000000000, -1.380000000000, 0.320000000000,
4.480640e+00,-0.132000000000, -18.200000000000, -1.360000000000, 0.340000000000,
4.480660e+00,-0.132000000000, -18.000000000000, -1.380000000000, 0.360000000000,
4.480680e+00,-0.132000000000, -18.200000000000, -1.380000000000, 0.340000000000,
4.480700e+00,-0.132000000000, -18.200000000000, -1.340000000000, 0.340000000000,
4.480720e+00,-0.132000000000, -18.200000000000, -1.320000000000, 0.340000000000,
4.480740e+00,-0.132000000000, -18.400000000000, -1.340000000000, 0.360000000000,
4.480760e+00,-0.136000000000, -18.400000000000, -1.380000000000, 0.380000000000,
4.480780e+00,-0.136000000000, -18.000000000000, -1.360000000000, 0.360000000000,
4.480800e+00,-0.136000000000, -18.200000000000, -1.340000000000, 0.360000000000,
4.480820e+00,-0.136000000000, -18.000000000000, -1.260000000000, 0.400000000000,
4.480840e+00,-0.136000000000, -18.200000000000, -1.320000000000, 0.360000000000,
4.480860e+00,-0.136000000000, -18.200000000000, -1.340000000000, 0.360000000000,
4.480880e+00,-0.136000000000, -18.200000000000, -1.320000000000, 0.360000000000,
4.480900e+00,-0.140000000000, -18.000000000000, -1.300000000000, 0.380000000000,
4.480920e+00,-0.140000000000, -18.400000000000, -1.300000000000, 0.380000000000,
4.480940e+00,-0.136000000000, -18.200000000000, -1.300000000000, 0.360000000000,
4.480960e+00,-0.136000000000, -18.200000000000, -1.260000000000, 0.340000000000,
4.480980e+00,-0.140000000000, -18.400000000000, -1.300000000000, 0.360000000000,
4.481000e+00,-0.140000000000, -18.200000000000, -1.260000000000, 0.360000000000,
4.481020e+00,-0.140000000000, -18.000000000000, -1.260000000000, 0.360000000000,
4.481040e+00,-0.136000000000, -18.200000000000, -1.220000000000, 0.360000000000,
4.481060e+00,-0.136000000000, -18.200000000000, -1.280000000000, 0.360000000000,
4.481080e+00,-0.136000000000, -18.200000000000, -1.240000000000, 0.400000000000,
4.481100e+00,-0.140000000000, -18.200000000000, -1.280000000000, 0.380000000000,
4.481120e+00,-0.144000000000, -18.000000000000, -1.260000000000, 0.340000000000,
4.481140e+00,-0.144000000000, -18.400000000000, -1.240000000000, 0.380000000000,
4.481160e+00,-0.140000000000, -18.400000000000, -1.220000000000, 0.360000000000,
4.481180e+00,-0.140000000000, -18.000000000000, -1.220000000000, 0.420000000000,
4.481200e+00,-0.148000000000, -18.400000000000, -1.240000000000, 0.360000000000,
4.481220e+00,-0.140000000000, -18.200000000000, -1.220000000000, 0.380000000000,
4.481240e+00,-0.148000000000, -18.200000000000, -1.200000000000, 0.400000000000,
4.481260e+00,-0.140000000000, -18.200000000000, -1.160000000000, 0.360000000000,
4.481280e+00,-0.136000000000, -18.200000000000, -1.260000000000, 0.400000000000,
4.481300e+00,-0.140000000000, -18.000000000000, -1.200000000000, 0.380000000000,
4.481320e+00,-0.144000000000, -18.200000000000, -1.160000000000, 0.360000000000,
4.481340e+00,-0.144000000000, -18.000000000000, -1.160000000000, 0.420000000000,
4.481360e+00,-0.140000000000, -18.000000000000, -1.180000000000, 0.380000000000,
4.481380e+00,-0.140000000000, -18.000000000000, -1.180000000000, 0.360000000000,
4.481400e+00,-0.136000000000, -18.000000000000, -1.180000000000, 0.360000000000,
4.481420e+00,-0.148000000000, -18.400000000000, -1.140000000000, 0.400000000000,
4.481440e+00,-0.144000000000, -18.000000000000, -1.140000000000, 0.400000000000,
4.481460e+00,-0.144000000000, -18.200000000000, -1.140000000000, 0.380000000000,
