in s,C1 in V,C4 in V
-7.9838528E-03,2.093595672915E+01,-3.74837127640E+00
-7.9836696E-03,2.093089041350E+01,-3.72644275087E+00
-7.9834864E-03,2.094448911542E+01,-3.69389500595E+00
-7.9833032E-03,2.096459165266E+01,-3.71972204777E+00
-7.9831200E-03,2.096645859586E+01,-3.72719793706E+00
-7.9829368E-03,2.094297348106E+01,-3.75334664606E+00
-7.9827536E-03,2.094482953245E+01,-3.71141692051E+00
-7.9825704E-03,2.093617828147E+01,-3.74542053216E+00
-7.9823872E-03,2.095897557730E+01,-3.68589536413E+00
-7.9822040E-03,2.094631948093E+01,-3.74359720047E+00
-7.9820208E-03,2.094780846084E+01,-3.69022613051E+00
-7.9818376E-03,2.096326054124E+01,-3.70536713055E+00
-7.9816544E-03,2.096455993181E+01,-3.68846314852E+00
-7.9814712E-03,2.093789346101E+01,-3.71457303301E+00
-7.9812880E-03,2.095837297900E+01,-3.74315003757E+00
-7.9811048E-03,2.097248163590E+01,-3.76764623108E+00
-7.9809216E-03,2.096412656413E+01,-3.75102059809E+00
-7.9807384E-03,2.095371529976E+01,-3.68571579349E+00
-7.9805552E-03,2.095445125880E+01,-3.72134074462E+00
-7.9803720E-03,2.093459677001E+01,-3.72033089991E+00
-7.9801888E-03,2.094035348905E+01,-3.71472680601E+00
-7.9800056E-03,2.093889213683E+01,-3.69920676933E+00
-7.9798224E-03,2.092635486325E+01,-3.72853543269E+00
-7.9796392E-03,2.094759414488E+01,-3.71204368896E+00
-7.9794560E-03,2.093598181432E+01,-3.71039446802E+00
-7.9792728E-03,2.096954816071E+01,-3.70497483420E+00
-7.9790896E-03,2.095811139377E+01,-3.72887529558E+00
-7.9789064E-03,2.096140789850E+01,-3.70217539496E+00
-7.9787232E-03,2.094154317914E+01,-3.72424655254E+00
-7.9785400E-03,2.096432169018E+01,-3.73973895223E+00
-7.9783568E-03,2.096762529159E+01,-3.73950175601E+00
-7.9781736E-03,2.096649110368E+01,-3.69543866147E+00
-7.9779904E-03,2.096111440616E+01,-3.70117653986E+00
-7.9778072E-03,2.095325122638E+01,-3.71200217525E+00
-7.9776240E-03,2.096624224963E+01,-3.72876460790E+00
-7.9774408E-03,2.095291236466E+01,-3.72529153139E+00
-7.9772576E-03,2.095310349999E+01,-3.72669225219E+00
-7.9770744E-03,2.096243338244E+01,-3.71157113588E+00
-7.9768912E-03,2.096579244876E+01,-3.73671403979E+00
-7.9767080E-03,2.092348442463E+01,-3.78513301150E+00
-7.9765248E-03,2.096661844807E+01,-3.77124603731E+00
-7.9763416E-03,2.094452191660E+01,-3.69461309058E+00
-7.9761584E-03,2.095784059776E+01,-3.70855920375E+00
-7.9759752E-03,2.092352216648E+01,-3.70199436913E+00
-7.9757920E-03,2.097280767797E+01,-3.72040318218E+00
-7.9756088E-03,2.093701969417E+01,-3.71905519753E+00
-7.9754256E-03,2.096913637178E+01,-3.74572679759E+00
-7.9752424E-03,2.094338588933E+01,-3.73348484174E+00
-7.9750592E-03,2.096342313154E+01,-3.72496162201E+00
-7.9748760E-03,2.095214794440E+01,-3.74546598070E+00
-7.9746928E-03,2.093662492050E+01,-3.70576990428E+00
-7.9745096E-03,2.095534462532E+01,-3.72750663557E+00
-7.9743264E-03,2.096030510547E+01,-3.74833412827E+00
-7.9741432E-03,2.097961539919E+01,-3.71481273216E+00
-7.9739600E-03,2.095383722385E+01,-3.73244137629E+00
-7.9737768E-03,2.097064166380E+01,-3.72783440291E+00
-7.9735936E-03,2.095883471942E+01,-3.69648941453E+00
-7.9734104E-03,2.096091326376E+01,-3.69180934397E+00
-7.9732272E-03,2.096749894837E+01,-3.77072194717E+00
-7.9730440E-03,2.093924604872E+01,-3.74882689104E+00
-7.9728608E-03,2.095729271000E+01,-3.71839139736E+00
-7.9726776E-03,2.094189285817E+01,-3.66512172516E+00
-7.9724944E-03,2.097034548925E+01,-3.71037827465E+00
-7.9723112E-03,2.094570069158E+01,-3.74916703333E+00
-7.9721280E-03,2.095215512490E+01,-3.72651540567E+00
-7.9719448E-03,2.094167071445E+01,-3.70334915244E+00
-7.9717616E-03,2.095239074485E+01,-3.66195568242E+00
-7.9715784E-03,2.094745634174E+01,-3.73385996683E+00
-7.9713952E-03,2.095303656118E+01,-3.71732589449E+00
-7.9712120E-03,2.096226825429E+01,-3.73064129273E+00
-7.9710288E-03,2.093598257335E+01,-3.66792740426E+00
-7.9708456E-03,2.092936501889E+01,-3.73752534981E+00
-7.9706624E-03,2.097134606032E+01,-3.75670735850E+00
-7.9704792E-03,2.094193364544E+01,-3.72952334476E+00
-7.9702960E-03,2.094475827696E+01,-3.70018602009E+00
-7.9701128E-03,2.096963610085E+01,-3.73877476561E+00
-7.9699296E-03,2.094503680294E+01,-3.69798905342E+00
-7.9697464E-03,2.096993840350E+01,-3.71379103637E+00
-7.9695632E-03,2.094948111152E+01,-3.70605083774E+00
-7.9693800E-03,2.095671026086E+01,-3.74033145965E+00
-7.9691968E-03,2.095366707588E+01,-3.74400018374E+00
-7.9690136E-03,2.094501542443E+01,-3.74224765585E+00
-7.9688304E-03,2.094162206681E+01,-3.73303432609E+00
-7.9686472E-03,2.093993330890E+01,-3.72887832238E+00
-7.9684640E-03,2.094962173658E+01,-3.74742525057E+00
-7.9682808E-03,2.095091874296E+01,-3.68092367318E+00
-7.9680976E-03,2.094431223398E+01,-3.69664028878E+00
-7.9679144E-03,2.093626826121E+01,-3.72938174880E+00
-7.9677312E-03,2.094748813244E+01,-3.71956517813E+00
-7.9675480E-03,2.092672198595E+01,-3.70006547202E+00
-7.9673648E-03,2.092892456384E+01,-3.69190748208E+00
-7.9671816E-03,2.095420250254E+01,-3.69241877818E+00
-7.9669984E-03,2.095271466816E+01,-3.76120147887E+00
-7.9668152E-03,2.093766221827E+01,-3.69156980780E+00
-7.9666320E-03,2.094314993875E+01,-3.67619695500E+00
-7.9664488E-03,2.092298273513E+01,-3.73890731609E+00
-7.9662656E-03,2.093201428702E+01,-3.69426788422E+00
-7.9660824E-03,2.094641347932E+01,-3.70357853719E+00
-7.9658992E-03,2.094164803209E+01,-3.76663266108E+00
-7.9657160E-03,2.095030441465E+01,-3.75090393829E+00
-7.9655328E-03,2.094169223266E+01,-3.74643764119E+00
-7.9653496E-03,2.093320577921E+01,-3.70754921935E+00
-7.9651664E-03,2.094196444893E+01,-3.73663321263E+00
-7.9649832E-03,2.095411907932E+01,-3.71816209410E+00
-7.9648000E-03,2.094316409020E+01,-3.72727248943E+00
-7.9646168E-03,2.093949561523E+01,-3.68612289787E+00
-7.9644336E-03,2.094050465668E+01,-3.68962620744E+00
-7.9642504E-03,2.093722384473E+01,-3.71033226731E+00
-7.9640672E-03,2.093508026613E+01,-3.73587097167E+00
-7.9638840E-03,2.094177663842E+01,-3.71161050755E+00
-7.9637008E-03,2.093389098583E+01,-3.67372679650E+00
-7.9635176E-03,2.093201060364E+01,-3.70908912630E+00
-7.9633344E-03,2.092852287976E+01,-3.71152841146E+00
-7.9631512E-03,2.095998162454E+01,-3.69006864387E+00
-7.9629680E-03,2.093603699053E+01,-3.72134693791E+00
-7.9627848E-03,2.094543704813E+01,-3.74057612973E+00
-7.9626016E-03,2.091374580799E+01,-3.71901495275E+00
-7.9624184E-03,2.093656885954E+01,-3.73007417549E+00
-7.9622352E-03,2.094342695599E+01,-3.73500586613E+00
-7.9620520E-03,2.095960518396E+01,-3.66676925807E+00
-7.9618688E-03,2.095231584789E+01,-3.71886448595E+00
-7.9616856E-03,2.094977791006E+01,-3.69300461500E+00
-7.9615024E-03,2.095005751172E+01,-3.74106474812E+00
-7.9613192E-03,2.092841641562E+01,-3.72758725318E+00
-7.9611360E-03,2.094876142735E+01,-3.75870211176E+00
-7.9609528E-03,2.094019606294E+01,-3.70554426811E+00
-7.9607696E-03,2.094623730103E+01,-3.68654521774E+00
-7.9605864E-03,2.093934475960E+01,-3.70872343085E+00
-7.9604032E-03,2.093782353265E+01,-3.72154957042E+00
-7.9602200E-03,2.092814139606E+01,-3.72730613346E+00
-7.9600368E-03,2.095247819139E+01,-3.71354366546E+00
-7.9598536E-03,2.093714148322E+01,-3.72823384716E+00
-7.9596704E-03,2.093737997165E+01,-3.74247592301E+00
-7.9594872E-03,2.095564493028E+01,-3.70420226720E+00
-7.9593040E-03,2.092806494845E+01,-3.71802926422E+00
-7.9591208E-03,2.094507916881E+01,-3.73561088820E+00
-7.9589376E-03,2.095158217059E+01,-3.72448370219E+00
-7.9587544E-03,2.093377925972E+01,-3.70864805193E+00
-7.9585712E-03,2.093565414710E+01,-3.69092634539E+00
-7.9583880E-03,2.093232837556E+01,-3.73577558096E+00
-7.9582048E-03,2.095895355152E+01,-3.75276062298E+00
-7.9580216E-03,2.094752017459E+01,-3.72167330827E+00
-7.9578384E-03,2.095346257141E+01,-3.69391948809E+00
-7.9576552E-03,2.096520837912E+01,-3.67335338271E+00
-7.9574720E-03,2.094516465025E+01,-3.69843387636E+00
-7.9572888E-03,2.093992186761E+01,-3.71969763548E+00
-7.9571056E-03,2.094432143545E+01,-3.68616010421E+00
-7.9569224E-03,2.093808566270E+01,-3.67294110949E+00
-7.9567392E-03,2.094878830997E+01,-3.70486364593E+00
-7.9565560E-03,2.093807898978E+01,-3.73043088368E+00
-7.9563728E-03,2.094861992219E+01,-3.71017238251E+00
-7.9561896E-03,2.093313409066E+01,-3.75122383595E+00
-7.9560064E-03,2.094899851413E+01,-3.72765182876E+00
-7.9558232E-03,2.093978108889E+01,-3.72714206935E+00
-7.9556400E-03,2.094662869865E+01,-3.77154637720E+00
-7.9554568E-03,2.093876943043E+01,-3.70617821938E+00
-7.9552736E-03,2.094572967434E+01,-3.71971689058E+00
-7.9550904E-03,2.094609704850E+01,-3.75008712183E+00
-7.9549072E-03,2.095023045832E+01,-3.70672913161E+00
-7.9547240E-03,2.092815797361E+01,-3.72215536083E+00
-7.9545408E-03,2.094476222111E+01,-3.74315415868E+00
-7.9543576E-03,2.095302798836E+01,-3.72400004310E+00
-7.9541744E-03,2.093261632187E+01,-3.70819307757E+00
-7.9539912E-03,2.095214675231E+01,-3.71881336798E+00
-7.9538080E-03,2.092928456193E+01,-3.67988869441E+00
-7.9536248E-03,2.093983837454E+01,-3.73399550919E+00
-7.9534416E-03,2.095931857409E+01,-3.73586296230E+00
-7.9532584E-03,2.093360478109E+01,-3.72342332159E+00
-7.9530752E-03,2.094540107580E+01,-3.74673469816E+00
-7.9528920E-03,2.093047532303E+01,-3.69815906635E+00
-7.9527088E-03,2.093941495338E+01,-3.74177776868E+00
-7.9525256E-03,2.092800956270E+01,-3.71471842411E+00
-7.9523424E-03,2.095368510162E+01,-3.71389620597E+00
-7.9521592E-03,2.092550029097E+01,-3.68046670812E+00
-7.9519760E-03,2.093559443070E+01,-3.75218440206E+00
-7.9517928E-03,2.094530169902E+01,-3.73584400988E+00
-7.9516096E-03,2.093458109120E+01,-3.71161448895E+00
-7.9514264E-03,2.094326780694E+01,-3.70905481870E+00
-7.9512432E-03,2.093681655409E+01,-3.68979938687E+00
-7.9510600E-03,2.093258281289E+01,-3.67400788129E+00
-7.9508768E-03,2.092716630599E+01,-3.72234600256E+00
-7.9506936E-03,2.093449140018E+01,-3.66391251921E+00
-7.9505104E-03,2.094532793904E+01,-3.75327012627E+00
-7.9503272E-03,2.092558322990E+01,-3.69212266416E+00
-7.9501440E-03,2.095286438758E+01,-3.70274784402E+00
-7.9499608E-03,2.093734531248E+01,-3.68965972341E+00
-7.9497776E-03,2.095310740689E+01,-3.68355726716E+00
-7.9495944E-03,2.093925516637E+01,-3.68548987792E+00
-7.9494112E-03,2.094088887380E+01,-3.68499439103E+00
-7.9492280E-03,2.093334633907E+01,-3.73635660983E+00
-7.9490448E-03,2.097997391181E+01,-3.70702382536E+00
-7.9488616E-03,2.095459236348E+01,-3.71817382877E+00
-7.9486784E-03,2.093660493897E+01,-3.70608299165E+00
-7.9484952E-03,2.093318041930E+01,-3.71635950762E+00
-7.9483120E-03,2.093689604247E+01,-3.68008075641E+00
-7.9481288E-03,2.092551772533E+01,-3.67491196268E+00
-7.9479456E-03,2.092158644976E+01,-3.72450839388E+00
-7.9477624E-03,2.093544858092E+01,-3.68911455045E+00
-7.9475792E-03,2.092975369239E+01,-3.75451188195E+00
-7.9473960E-03,2.091783057949E+01,-3.69503561999E+00
-7.9472128E-03,2.096621637749E+01,-3.71741609308E+00
-7.9470296E-03,2.094678923072E+01,-3.69367807764E+00
-7.9468464E-03,2.094131598299E+01,-3.74152996703E+00
-7.9466632E-03,2.093667856002E+01,-3.72910733460E+00
-7.9464800E-03,2.093836948326E+01,-3.68711266094E+00
-7.9462968E-03,2.094080100818E+01,-3.68843455692E+00
-7.9461136E-03,2.093018842911E+01,-3.68106125281E+00
-7.9459304E-03,2.094212377960E+01,-3.73683412219E+00
-7.9457472E-03,2.094221257655E+01,-3.67594844322E+00
-7.9455640E-03,2.093917152895E+01,-3.69616184509E+00
-7.9453808E-03,2.093712148773E+01,-3.67193776076E+00
-7.9451976E-03,2.092006093873E+01,-3.71288140197E+00
-7.9450144E-03,2.092277000709E+01,-3.71891374127E+00
-7.9448312E-03,2.092381204063E+01,-3.73810632047E+00
-7.9446480E-03,2.092160688763E+01,-3.70729350145E+00
-7.9444648E-03,2.092349786827E+01,-3.69458293901E+00
-7.9442816E-03,2.094968554148E+01,-3.68607267630E+00
-7.9440984E-03,2.092722944966E+01,-3.73047670475E+00
-7.9439152E-03,2.092053388296E+01,-3.69456955125E+00
-7.9437320E-03,2.092289450163E+01,-3.69133800161E+00
-7.9435488E-03,2.093038378799E+01,-3.69761939985E+00
-7.9433656E-03,2.094081043316E+01,-3.69312511650E+00
-7.9431824E-03,2.091811589481E+01,-3.71900487118E+00
-7.9429992E-03,2.092725665824E+01,-3.72910560002E+00
-7.9428160E-03,2.093195026325E+01,-3.68647724283E+00
-7.9426328E-03,2.091058053592E+01,-3.74016283206E+00
-7.9424496E-03,2.093282441193E+01,-3.71228812621E+00
-7.9422664E-03,2.092804660605E+01,-3.69364109249E+00
-7.9420832E-03,2.093962660575E+01,-3.73658523788E+00
-7.9419000E-03,2.093287669173E+01,-3.70305831204E+00
-7.9417168E-03,2.094630430503E+01,-3.68596471273E+00
-7.9415336E-03,2.093798696579E+01,-3.73024400217E+00
-7.9413504E-03,2.092792694042E+01,-3.71089564762E+00
-7.9411672E-03,2.092557368850E+01,-3.72423850824E+00
-7.9409840E-03,2.094615393834E+01,-3.73190203574E+00
-7.9408008E-03,2.091108602056E+01,-3.68358978196E+00
-7.9406176E-03,2.092223449660E+01,-3.67732079360E+00
-7.9404344E-03,2.094519200319E+01,-3.70037162104E+00
-7.9402512E-03,2.092403551148E+01,-3.73991809213E+00
-7.9400680E-03,2.093244956857E+01,-3.68281936864E+00
-7.9398848E-03,2.092521602338E+01,-3.72730415440E+00
-7.9397016E-03,2.094137765983E+01,-3.69603596521E+00
-7.9395184E-03,2.093986586252E+01,-3.69421167891E+00
-7.9393352E-03,2.092772444295E+01,-3.72846344146E+00
-7.9391520E-03,2.090100489607E+01,-3.68772150143E+00
-7.9389688E-03,2.092364931064E+01,-3.69876872175E+00
-7.9387856E-03,2.092277197683E+01,-3.70916949944E+00
-7.9386024E-03,2.093133391863E+01,-3.69601728055E+00
-7.9384192E-03,2.092775907883E+01,-3.68069029539E+00
-7.9382360E-03,2.093406356921E+01,-3.68577714437E+00
-7.9380528E-03,2.092729123360E+01,-3.71412832648E+00
-7.9378696E-03,2.094462523753E+01,-3.69945911118E+00
-7.9376864E-03,2.093139735566E+01,-3.72687074016E+00
-7.9375032E-03,2.092196743054E+01,-3.72372036693E+00
-7.9373200E-03,2.091163631113E+01,-3.69217425943E+00
-7.9371368E-03,2.093996587725E+01,-3.72595356205E+00
-7.9369536E-03,2.094689491721E+01,-3.68975715139E+00
-7.9367704E-03,2.090988258882E+01,-3.69276602180E+00
-7.9365872E-03,2.091848804200E+01,-3.72187148207E+00
-7.9364040E-03,2.093228624718E+01,-3.68874093876E+00
-7.9362208E-03,2.094090296937E+01,-3.68661872237E+00
-7.9360376E-03,2.093334036930E+01,-3.67337000682E+00
-7.9358544E-03,2.091478443289E+01,-3.72033247151E+00
-7.9356712E-03,2.090500050275E+01,-3.68009774140E+00
-7.9354880E-03,2.093944323765E+01,-3.71564123672E+00
-7.9353048E-03,2.092784250671E+01,-3.70396113615E+00
-7.9351216E-03,2.093028415510E+01,-3.70649774452E+00
-7.9349384E-03,2.094281735415E+01,-3.71622264977E+00
-7.9347552E-03,2.094331914609E+01,-3.71213125656E+00
-7.9345720E-03,2.091678028511E+01,-3.66591951936E+00
-7.9343888E-03,2.092821480757E+01,-3.69306341638E+00
-7.9342056E-03,2.091317216916E+01,-3.67319640829E+00
-7.9340224E-03,2.095173976434E+01,-3.70706692231E+00
-7.9338392E-03,2.092969129844E+01,-3.69252250423E+00
-7.9336560E-03,2.093360647144E+01,-3.73296864456E+00
-7.9334728E-03,2.094023879668E+01,-3.68322720644E+00
-7.9332896E-03,2.095011881603E+01,-3.71612944766E+00
-7.9331064E-03,2.092237221593E+01,-3.70377309048E+00
-7.9329232E-03,2.095452956440E+01,-3.69324276582E+00
-7.9327400E-03,2.091581288310E+01,-3.69365780973E+00
-7.9325568E-03,2.094244292988E+01,-3.73822535514E+00
-7.9323736E-03,2.092371125756E+01,-3.71421334459E+00
-7.9321904E-03,2.091452417945E+01,-3.66953095547E+00
-7.9320072E-03,2.093294734186E+01,-3.70664732656E+00
-7.9318240E-03,2.093000276065E+01,-3.66132458332E+00
-7.9316408E-03,2.091555510232E+01,-3.75141899460E+00
-7.9314576E-03,2.093372401366E+01,-3.69617615254E+00
-7.9312744E-03,2.093134195128E+01,-3.68365528886E+00
-7.9310912E-03,2.093407236556E+01,-3.71066969712E+00
-7.9309080E-03,2.093004404617E+01,-3.74415306034E+00
-7.9307248E-03,2.091801432477E+01,-3.68053188906E+00
-7.9305416E-03,2.092263330290E+01,-3.73221787051E+00
-7.9303584E-03,2.091875628153E+01,-3.68817265737E+00
-7.9301752E-03,2.092061198832E+01,-3.72325244718E+00
-7.9299920E-03,2.091360907586E+01,-3.72334672031E+00
-7.9298088E-03,2.092663297014E+01,-3.70842758459E+00
-7.9296256E-03,2.091074700052E+01,-3.67871931414E+00
-7.9294424E-03,2.092451299125E+01,-3.73170772693E+00
-7.9292592E-03,2.092132819401E+01,-3.67736620721E+00
-7.9290760E-03,2.093911029449E+01,-3.68419198678E+00
-7.9288928E-03,2.091778039983E+01,-3.69824300180E+00
-7.9287096E-03,2.091434603607E+01,-3.69532270017E+00
-7.9285264E-03,2.092222081548E+01,-3.69525001044E+00
-7.9283432E-03,2.093750219377E+01,-3.72913392386E+00
-7.9281600E-03,2.092506268112E+01,-3.66563591999E+00
-7.9279768E-03,2.092169459960E+01,-3.73434175164E+00
-7.9277936E-03,2.091870043011E+01,-3.68245659522E+00
-7.9276104E-03,2.092711671771E+01,-3.72544147433E+00
-7.9274272E-03,2.091778903784E+01,-3.71423319341E+00
-7.9272440E-03,2.091500525879E+01,-3.69971715738E+00
-7.9270608E-03,2.093530029574E+01,-3.72030016626E+00
-7.9268776E-03,2.093421226418E+01,-3.69273079452E+00
-7.9266944E-03,2.093552266764E+01,-3.70785525194E+00
-7.9265112E-03,2.092595343994E+01,-3.71705683540E+00
-7.9263280E-03,2.093913409909E+01,-3.72340762881E+00
-7.9261448E-03,2.092698749671E+01,-3.71162980921E+00
-7.9259616E-03,2.094520682054E+01,-3.68519136575E+00
-7.9257784E-03,2.093318287333E+01,-3.68416493186E+00
-7.9255952E-03,2.093962514823E+01,-3.69703762592E+00
-7.9254120E-03,2.093508085286E+01,-3.62637141845E+00
-7.9252288E-03,2.093567975381E+01,-3.67870931407E+00
-7.9250456E-03,2.092506456705E+01,-3.71316738785E+00
-7.9248624E-03,2.094287949199E+01,-3.70476314458E+00
-7.9246792E-03,2.092465511573E+01,-3.71859242334E+00
-7.9244960E-03,2.091982079254E+01,-3.69118600977E+00
-7.9243128E-03,2.093864351096E+01,-3.68318275907E+00
-7.9241296E-03,2.092945183678E+01,-3.74299381985E+00
-7.9239464E-03,2.093146064369E+01,-3.69469525651E+00
-7.9237632E-03,2.092101438953E+01,-3.71234398228E+00
-7.9235800E-03,2.093409095010E+01,-3.69861172405E+00
-7.9233968E-03,2.091340336999E+01,-3.69835651838E+00
-7.9232136E-03,2.092084745927E+01,-3.68377189045E+00
-7.9230304E-03,2.092564488811E+01,-3.69227081430E+00
-7.9228472E-03,2.094180827079E+01,-3.68711033263E+00
-7.9226640E-03,2.092993046673E+01,-3.67854667022E+00
-7.9224808E-03,2.093354003089E+01,-3.69008228774E+00
-7.9222976E-03,2.092720966371E+01,-3.73553257561E+00
-7.9221144E-03,2.093179509560E+01,-3.69877354135E+00
-7.9219312E-03,2.094412584839E+01,-3.70135950982E+00
-7.9217480E-03,2.092272954578E+01,-3.67990824054E+00
-7.9215648E-03,2.091786980214E+01,-3.70725034629E+00
-7.9213816E-03,2.093085529799E+01,-3.65888929120E+00
-7.9211984E-03,2.093664060397E+01,-3.69797057831E+00
-7.9210152E-03,2.092173305856E+01,-3.73217129274E+00
-7.9208320E-03,2.093363932850E+01,-3.65116788200E+00
-7.9206488E-03,2.095118072866E+01,-3.64599631759E+00
-7.9204656E-03,2.093570930934E+01,-3.66991864177E+00
-7.9202824E-03,2.094415296851E+01,-3.65944340485E+00
-7.9200992E-03,2.090591657957E+01,-3.74372762055E+00
-7.9199160E-03,2.094087991448E+01,-3.66070488128E+00
-7.9197328E-03,2.093434044676E+01,-3.69423472914E+00
-7.9195496E-03,2.092811435511E+01,-3.69852472688E+00
-7.9193664E-03,2.092512570372E+01,-3.72055849186E+00
-7.9191832E-03,2.091609725779E+01,-3.67308311290E+00
-7.9190000E-03,2.093024254827E+01,-3.67284022397E+00
-7.9188168E-03,2.091119829616E+01,-3.69187061335E+00
-7.9186336E-03,2.092772785159E+01,-3.67670503804E+00
-7.9184504E-03,2.094694806313E+01,-3.68552622278E+00
-7.9182672E-03,2.092563629201E+01,-3.71432558061E+00
-7.9180840E-03,2.094113708990E+01,-3.71255268003E+00
-7.9179008E-03,2.092730955737E+01,-3.72427377044E+00
-7.9177176E-03,2.091592814358E+01,-3.67690032474E+00
-7.9175344E-03,2.093271032026E+01,-3.68898364143E+00
-7.9173512E-03,2.091661226055E+01,-3.71440157653E+00
-7.9171680E-03,2.091198880276E+01,-3.71939478102E+00
-7.9169848E-03,2.092977924323E+01,-3.69981828737E+00
-7.9168016E-03,2.093165719932E+01,-3.66395653584E+00
-7.9166184E-03,2.094308661347E+01,-3.67316586091E+00
-7.9164352E-03,2.092610369487E+01,-3.69078598344E+00
-7.9162520E-03,2.091902840002E+01,-3.71780461757E+00
-7.9160688E-03,2.094519303231E+01,-3.64142533983E+00
-7.9158856E-03,2.093480439441E+01,-3.69446604638E+00
-7.9157024E-03,2.093048369562E+01,-3.67302000416E+00
-7.9155192E-03,2.093584861191E+01,-3.69252570565E+00
-7.9153360E-03,2.094080257745E+01,-3.72743517985E+00
-7.9151528E-03,2.091144360652E+01,-3.66445194124E+00
-7.9149696E-03,2.092381183108E+01,-3.71324329064E+00
-7.9147864E-03,2.092992850630E+01,-3.68049851279E+00
-7.9146032E-03,2.092764352964E+01,-3.70032427493E+00
-7.9144200E-03,2.092637834189E+01,-3.66974000246E+00
-7.9142368E-03,2.091652642986E+01,-3.66154401456E+00
-7.9140536E-03,2.092192966076E+01,-3.69600220476E+00
-7.9138704E-03,2.093880073218E+01,-3.68346539219E+00
-7.9136872E-03,2.092406287374E+01,-3.70034936243E+00
-7.9135040E-03,2.090443747634E+01,-3.70223863176E+00
-7.9133208E-03,2.093441373253E+01,-3.64565680395E+00
-7.9131376E-03,2.091812542224E+01,-3.66817392535E+00
-7.9129544E-03,2.093878798237E+01,-3.75224046768E+00
-7.9127712E-03,2.093295107646E+01,-3.70854309187E+00
-7.9125880E-03,2.092582188597E+01,-3.69918332328E+00
-7.9124048E-03,2.091997972274E+01,-3.72569798385E+00
-7.9122216E-03,2.093281230474E+01,-3.70242814426E+00
-7.9120384E-03,2.095407670414E+01,-3.68546231077E+00
-7.9118552E-03,2.093127970168E+01,-3.68952769679E+00
-7.9116720E-03,2.091539413253E+01,-3.68423974034E+00
-7.9114888E-03,2.092314657340E+01,-3.70357294925E+00
-7.9113056E-03,2.091636108285E+01,-3.71999130477E+00
-7.9111224E-03,2.092808695095E+01,-3.73219901123E+00
-7.9109392E-03,2.093101949947E+01,-3.69157954012E+00
-7.9107560E-03,2.091676295785E+01,-3.68038535709E+00
-7.9105728E-03,2.091825258503E+01,-3.66285574748E+00
-7.9103896E-03,2.092534019662E+01,-3.69121963051E+00
-7.9102064E-03,2.092002851939E+01,-3.64460657476E+00
-7.9100232E-03,2.092928150719E+01,-3.65175899244E+00
-7.9098400E-03,2.091801172638E+01,-3.69589857184E+00
-7.9096568E-03,2.091471873274E+01,-3.66668343670E+00
-7.9094736E-03,2.091564243710E+01,-3.68626862657E+00
-7.9092904E-03,2.092884201141E+01,-3.68831441631E+00
-7.9091072E-03,2.091927109802E+01,-3.70082760821E+00
-7.9089240E-03,2.091424746489E+01,-3.70693304469E+00
-7.9087408E-03,2.090646599004E+01,-3.68071676823E+00
-7.9085576E-03,2.089596593337E+01,-3.67810398932E+00
-7.9083744E-03,2.092899821749E+01,-3.72329697604E+00
-7.9081912E-03,2.091835431339E+01,-3.69354555043E+00
-7.9080080E-03,2.092151310811E+01,-3.67438811702E+00
-7.9078248E-03,2.092884777630E+01,-3.68269845969E+00
-7.9076416E-03,2.089655858981E+01,-3.70395821412E+00
-7.9074584E-03,2.092365273325E+01,-3.66198407612E+00
-7.9072752E-03,2.093428029263E+01,-3.68919352661E+00
-7.9070920E-03,2.090926183904E+01,-3.72397798239E+00
-7.9069088E-03,2.091736160735E+01,-3.71200147676E+00
-7.9067256E-03,2.092303608129E+01,-3.67782654832E+00
-7.9065424E-03,2.093518100264E+01,-3.66759128994E+00
-7.9063592E-03,2.090852516754E+01,-3.68201775602E+00
-7.9061760E-03,2.091453285938E+01,-3.69751967848E+00
-7.9059928E-03,2.093185419733E+01,-3.67046318608E+00
-7.9058096E-03,2.091724024205E+01,-3.67146384562E+00
-7.9056264E-03,2.091603244705E+01,-3.70666910787E+00
-7.9054432E-03,2.090401573157E+01,-3.70999650224E+00
-7.9052600E-03,2.093179799201E+01,-3.68559301025E+00
-7.9050768E-03,2.093431553388E+01,-3.67647217247E+00
-7.9048936E-03,2.089100678967E+01,-3.69063023138E+00
-7.9047104E-03,2.091668377215E+01,-3.69063274595E+00
-7.9045272E-03,2.089836150924E+01,-3.67572447178E+00
-7.9043440E-03,2.091395088056E+01,-3.67463038894E+00
-7.9041608E-03,2.090672194077E+01,-3.64018516741E+00
-7.9039776E-03,2.091318391314E+01,-3.68068587161E+00
-7.9037944E-03,2.090638042012E+01,-3.70518372986E+00
-7.9036112E-03,2.090340149174E+01,-3.66467025490E+00
-7.9034280E-03,2.090128156872E+01,-3.70603660014E+00
-7.9032448E-03,2.091194971515E+01,-3.70223562825E+00
-7.9030616E-03,2.091764994482E+01,-3.68085916745E+00
-7.9028784E-03,2.090984369678E+01,-3.67874797559E+00
-7.9026952E-03,2.090465049775E+01,-3.65524848350E+00
-7.9025120E-03,2.090832164096E+01,-3.66471200143E+00
-7.9023288E-03,2.090863658166E+01,-3.68899487550E+00
-7.9021456E-03,2.090877171190E+01,-3.72815455669E+00
-7.9019624E-03,2.093016441496E+01,-3.71042393274E+00
-7.9017792E-03,2.089325189175E+01,-3.69848196753E+00
-7.9015960E-03,2.089612556206E+01,-3.68873890149E+00
-7.9014128E-03,2.091333019132E+01,-3.67444190090E+00
