in s,C1 in V,C4 in V
-6.2850392E-03,2.086804498037E+01,-2.86391854645E+00
-6.2848560E-03,2.090369563600E+01,-2.87456707922E+00
-6.2846728E-03,2.088342454335E+01,-2.82571681202E+00
-6.2844896E-03,2.089998202914E+01,-2.82626767769E+00
-6.2843064E-03,2.089650445668E+01,-2.86524580917E+00
-6.2841232E-03,2.088941602552E+01,-2.85741407317E+00
-6.2839400E-03,2.088366676638E+01,-2.84898002758E+00
-6.2837568E-03,2.088145245848E+01,-2.84153947034E+00
-6.2835736E-03,2.087966066835E+01,-2.87203913215E+00
-6.2833904E-03,2.088193233641E+01,-2.90370876794E+00
-6.2832072E-03,2.086435961587E+01,-2.92529284381E+00
-6.2830240E-03,2.088224085098E+01,-2.85814133133E+00
-6.2828408E-03,2.089009075010E+01,-2.85284193126E+00
-6.2826576E-03,2.089404816790E+01,-2.87089559608E+00
-6.2824744E-03,2.088712750519E+01,-2.87103769262E+00
-6.2822912E-03,2.087816905281E+01,-2.81062135366E+00
-6.2821080E-03,2.087449984675E+01,-2.90034694956E+00
-6.2819248E-03,2.089599830149E+01,-2.85281867147E+00
-6.2817416E-03,2.088050326848E+01,-2.90756698125E+00
-6.2815584E-03,2.089621331127E+01,-2.90269879517E+00
-6.2813752E-03,2.093486725403E+01,-2.85245645684E+00
-6.2811920E-03,2.089460487993E+01,-2.86140877181E+00
-6.2810088E-03,2.087672384972E+01,-2.84878089917E+00
-6.2808256E-03,2.089251325516E+01,-2.89306351808E+00
-6.2806424E-03,2.089045691820E+01,-2.85221538399E+00
-6.2804592E-03,2.091315564284E+01,-2.87008453053E+00
-6.2802760E-03,2.089087411346E+01,-2.92742964705E+00
-6.2800928E-03,2.088950955359E+01,-2.84725556741E+00
-6.2799096E-03,2.089887935253E+01,-2.86735212323E+00
-6.2797264E-03,2.088992115626E+01,-2.88197010416E+00
-6.2795432E-03,2.088694981815E+01,-2.89797944608E+00
-6.2793600E-03,2.088614144413E+01,-2.90298741204E+00
-6.2791768E-03,2.088598709138E+01,-2.90108040101E+00
-6.2789936E-03,2.091180328330E+01,-2.86769081033E+00
-6.2788104E-03,2.088786535015E+01,-2.88603883130E+00
-6.2786272E-03,2.090306134945E+01,-2.87116020811E+00
-6.2784440E-03,2.090288612576E+01,-2.87205646639E+00
-6.2782608E-03,2.087415193724E+01,-2.82344228947E+00
-6.2780776E-03,2.087054433817E+01,-2.85042381040E+00
-6.2778944E-03,2.090008001359E+01,-2.88366746283E+00
-6.2777112E-03,2.089440142786E+01,-2.87838705010E+00
-6.2775280E-03,2.088370954668E+01,-2.90823257421E+00
-6.2773448E-03,2.088506311229E+01,-2.86592946979E+00
-6.2771616E-03,2.090506854517E+01,-2.85682050637E+00
-6.2769784E-03,2.090012646796E+01,-2.87302733525E+00
-6.2767952E-03,2.089093748996E+01,-2.88053005827E+00
-6.2766120E-03,2.088427798407E+01,-2.86513678622E+00
-6.2764288E-03,2.088950938130E+01,-2.83033834896E+00
-6.2762456E-03,2.089225538591E+01,-2.83319483171E+00
-6.2760624E-03,2.089775958614E+01,-2.84820453855E+00
-6.2758792E-03,2.088106028320E+01,-2.85677841059E+00
-6.2756960E-03,2.088362337606E+01,-2.84616821338E+00
-6.2755128E-03,2.089491250509E+01,-2.85842558262E+00
-6.2753296E-03,2.089931989605E+01,-2.87220239299E+00
-6.2751464E-03,2.088561928881E+01,-2.92040175884E+00
-6.2749632E-03,2.089732741522E+01,-2.85994975022E+00
-6.2747800E-03,2.090266503444E+01,-2.89654699047E+00
-6.2745968E-03,2.089171882303E+01,-2.82798349983E+00
-6.2744136E-03,2.089355853437E+01,-2.88609921592E+00
-6.2742304E-03,2.088212272203E+01,-2.88268858460E+00
-6.2740472E-03,2.088976819118E+01,-2.87114892746E+00
-6.2738640E-03,2.090331541425E+01,-2.84737052754E+00
-6.2736808E-03,2.089684429163E+01,-2.88035992892E+00
-6.2734976E-03,2.088345394520E+01,-2.85297719422E+00
-6.2733144E-03,2.089096559262E+01,-2.88137977370E+00
-6.2731312E-03,2.089699619034E+01,-2.89539525877E+00
-6.2729480E-03,2.089393345224E+01,-2.87311645118E+00
-6.2727648E-03,2.088618188681E+01,-2.88388786032E+00
-6.2725816E-03,2.088127685295E+01,-2.90325450371E+00
-6.2723984E-03,2.089312345305E+01,-2.86677862643E+00
-6.2722152E-03,2.088763054511E+01,-2.87217930784E+00
-6.2720320E-03,2.088738660378E+01,-2.82366878712E+00
-6.2718488E-03,2.087122172168E+01,-2.81563837673E+00
-6.2716656E-03,2.089811275763E+01,-2.82888398399E+00
-6.2714824E-03,2.088040459951E+01,-2.86875906060E+00
-6.2712992E-03,2.089205991993E+01,-2.91251124474E+00
-6.2711160E-03,2.089015797297E+01,-2.85985690900E+00
-6.2709328E-03,2.089925658008E+01,-2.87291302704E+00
-6.2707496E-03,2.089959194934E+01,-2.89724309589E+00
-6.2705664E-03,2.088510377849E+01,-2.86650656383E+00
-6.2703832E-03,2.089007077789E+01,-2.89420586671E+00
-6.2702000E-03,2.089938668119E+01,-2.83614770635E+00
-6.2700168E-03,2.087064574523E+01,-2.87693638713E+00
-6.2698336E-03,2.090973769365E+01,-2.87604241059E+00
-6.2696504E-03,2.090505635416E+01,-2.86407411224E+00
-6.2694672E-03,2.090044459378E+01,-2.86418617363E+00
-6.2692840E-03,2.088457249155E+01,-2.87296300414E+00
-6.2691008E-03,2.087861434607E+01,-2.88905935488E+00
-6.2689176E-03,2.090223312894E+01,-2.89634497496E+00
-6.2687344E-03,2.089375303643E+01,-2.80778218186E+00
-6.2685512E-03,2.089212623475E+01,-2.88221184057E+00
-6.2683680E-03,2.089787178257E+01,-2.89510715413E+00
-6.2681848E-03,2.089001961103E+01,-2.87691077576E+00
-6.2680016E-03,2.088119978135E+01,-2.86392485616E+00
-6.2678184E-03,2.088219821969E+01,-2.86793177840E+00
-6.2676352E-03,2.090196685450E+01,-2.91199707319E+00
-6.2674520E-03,2.089738594418E+01,-2.88771362868E+00
-6.2672688E-03,2.088782504251E+01,-2.86418732614E+00
-6.2670856E-03,2.086777582815E+01,-2.85400267350E+00
-6.2669024E-03,2.087286673071E+01,-2.88499155906E+00
-6.2667192E-03,2.087384856356E+01,-2.86724301879E+00
-6.2665360E-03,2.089758346373E+01,-2.81257438366E+00
-6.2663528E-03,2.088461948609E+01,-2.87436854453E+00
-6.2661696E-03,2.089332300289E+01,-2.85878245379E+00
-6.2659864E-03,2.090472168805E+01,-2.83410932063E+00
-6.2658032E-03,2.090362271810E+01,-2.88119037761E+00
-6.2656200E-03,2.088529971944E+01,-2.87290759045E+00
-6.2654368E-03,2.086627223579E+01,-2.85996112400E+00
-6.2652536E-03,2.088814075155E+01,-2.83293330469E+00
-6.2650704E-03,2.088544904770E+01,-2.84424703461E+00
-6.2648872E-03,2.088889789352E+01,-2.87978653689E+00
-6.2647040E-03,2.088342379829E+01,-2.86219586744E+00
-6.2645208E-03,2.086019488567E+01,-2.83158116401E+00
-6.2643376E-03,2.087766396863E+01,-2.87275067423E+00
-6.2641544E-03,2.085057067735E+01,-2.86420549857E+00
-6.2639712E-03,2.086531122265E+01,-2.87809622134E+00
-6.2637880E-03,2.088294027889E+01,-2.85448732213E+00
-6.2636048E-03,2.089072459893E+01,-2.85966653503E+00
-6.2634216E-03,2.086504594008E+01,-2.87862054431E+00
-6.2632384E-03,2.086832126653E+01,-2.87310788301E+00
-6.2630552E-03,2.087530975746E+01,-2.86090818592E+00
-6.2628720E-03,2.088770209396E+01,-2.85209690812E+00
-6.2626888E-03,2.089031959003E+01,-2.91155391498E+00
-6.2625056E-03,2.090420359796E+01,-2.82842707713E+00
-6.2623224E-03,2.087611684626E+01,-2.82816311703E+00
-6.2621392E-03,2.087428159596E+01,-2.87681127558E+00
-6.2619560E-03,2.088902141949E+01,-2.89343949300E+00
-6.2617728E-03,2.088158171674E+01,-2.88936691252E+00
-6.2615896E-03,2.088980725085E+01,-2.87883976600E+00
-6.2614064E-03,2.088228010623E+01,-2.82656624806E+00
-6.2612232E-03,2.086914251609E+01,-2.86071709017E+00
-6.2610400E-03,2.086495426999E+01,-2.93010240314E+00
-6.2608568E-03,2.087463047871E+01,-2.83251179974E+00
-6.2606736E-03,2.088972823279E+01,-2.86520244447E+00
-6.2604904E-03,2.085632494701E+01,-2.85435925364E+00
-6.2603072E-03,2.088469837377E+01,-2.88900028574E+00
-6.2601240E-03,2.089088849774E+01,-2.86122152940E+00
-6.2599408E-03,2.087526659066E+01,-2.83849475565E+00
-6.2597576E-03,2.086922680078E+01,-2.84666215195E+00
-6.2595744E-03,2.086705748042E+01,-2.85149084995E+00
-6.2593912E-03,2.086795486094E+01,-2.86514431830E+00
-6.2592080E-03,2.087644483944E+01,-2.85782274916E+00
-6.2590248E-03,2.088672003293E+01,-2.80859445813E+00
-6.2588416E-03,2.086734368982E+01,-2.83619755539E+00
-6.2586584E-03,2.087888523055E+01,-2.82813542183E+00
-6.2584752E-03,2.087433604574E+01,-2.86875070198E+00
-6.2582920E-03,2.089180884467E+01,-2.85955978218E+00
-6.2581088E-03,2.089491390208E+01,-2.85769601944E+00
-6.2579256E-03,2.087726498073E+01,-2.85769054792E+00
-6.2577424E-03,2.088923255498E+01,-2.88683295841E+00
-6.2575592E-03,2.085836806385E+01,-2.87096827417E+00
-6.2573760E-03,2.087958801122E+01,-2.88771620146E+00
-6.2571928E-03,2.087618098645E+01,-2.85103935641E+00
-6.2570096E-03,2.088097209627E+01,-2.86142247389E+00
-6.2568264E-03,2.088489275010E+01,-2.89894965137E+00
-6.2566432E-03,2.088016802030E+01,-2.85550530427E+00
-6.2564600E-03,2.087505570197E+01,-2.88633745988E+00
-6.2562768E-03,2.087302104620E+01,-2.89197580316E+00
-6.2560936E-03,2.087225585761E+01,-2.85078443014E+00
-6.2559104E-03,2.088493854323E+01,-2.82770974920E+00
-6.2557272E-03,2.086792422043E+01,-2.87465772019E+00
-6.2555440E-03,2.087617157543E+01,-2.84145958615E+00
-6.2553608E-03,2.087357136006E+01,-2.81896876297E+00
-6.2551776E-03,2.088319321679E+01,-2.83856772478E+00
-6.2549944E-03,2.087257582279E+01,-2.84475056580E+00
-6.2548112E-03,2.089841520930E+01,-2.82434399598E+00
-6.2546280E-03,2.086971411997E+01,-2.87553907731E+00
-6.2544448E-03,2.090298136281E+01,-2.84670519070E+00
-6.2542616E-03,2.090159774808E+01,-2.88442863277E+00
-6.2540784E-03,2.086963542322E+01,-2.90238791970E+00
-6.2538952E-03,2.087020907601E+01,-2.81581081110E+00
-6.2537120E-03,2.087803207854E+01,-2.80808197460E+00
-6.2535288E-03,2.084936767401E+01,-2.88061833601E+00
-6.2533456E-03,2.090279256044E+01,-2.87860273276E+00
-6.2531624E-03,2.086855742199E+01,-2.83646345963E+00
-6.2529792E-03,2.088416221602E+01,-2.87370800399E+00
-6.2527960E-03,2.088495106487E+01,-2.86579480055E+00
-6.2526128E-03,2.088674225429E+01,-2.86904770075E+00
-6.2524296E-03,2.088349270685E+01,-2.84718233054E+00
-6.2522464E-03,2.089056524033E+01,-2.81599950870E+00
-6.2520632E-03,2.086981052117E+01,-2.86857586945E+00
-6.2518800E-03,2.086847073914E+01,-2.87452710220E+00
-6.2516968E-03,2.084617107226E+01,-2.85002884814E+00
-6.2515136E-03,2.088097566323E+01,-2.86440460370E+00
-6.2513304E-03,2.089423859542E+01,-2.89986604950E+00
-6.2511472E-03,2.087051590024E+01,-2.83915334041E+00
-6.2509640E-03,2.086323767485E+01,-2.84667655253E+00
-6.2507808E-03,2.085024986932E+01,-2.85396071742E+00
-6.2505976E-03,2.087268162569E+01,-2.88574893386E+00
-6.2504144E-03,2.087494303523E+01,-2.90217922195E+00
-6.2502312E-03,2.087182033857E+01,-2.87166199307E+00
-6.2500480E-03,2.086221467754E+01,-2.85754857943E+00
-6.2498648E-03,2.088486938788E+01,-2.88192474875E+00
-6.2496816E-03,2.087032676259E+01,-2.85430963743E+00
-6.2494984E-03,2.090056359353E+01,-2.89963114667E+00
-6.2493152E-03,2.088825370235E+01,-2.85869238325E+00
-6.2491320E-03,2.087707113525E+01,-2.87097274452E+00
-6.2489488E-03,2.086619406989E+01,-2.87964934143E+00
-6.2487656E-03,2.089193334388E+01,-2.86356856707E+00
-6.2485824E-03,2.088910413025E+01,-2.87993436106E+00
-6.2483992E-03,2.085799804473E+01,-2.85903372462E+00
-6.2482160E-03,2.086685241250E+01,-2.87716373461E+00
-6.2480328E-03,2.086873224987E+01,-2.88715896788E+00
-6.2478496E-03,2.085293270698E+01,-2.84254201581E+00
-6.2476664E-03,2.087944780527E+01,-2.83820591760E+00
-6.2474832E-03,2.088462190287E+01,-2.84674555189E+00
-6.2473000E-03,2.088042973591E+01,-2.88375917482E+00
-6.2471168E-03,2.087111376276E+01,-2.85311661321E+00
-6.2469336E-03,2.086127589507E+01,-2.89118327093E+00
-6.2467504E-03,2.088738314392E+01,-2.83683941127E+00
-6.2465672E-03,2.086104443347E+01,-2.87413762310E+00
-6.2463840E-03,2.087508130403E+01,-2.83604920735E+00
-6.2462008E-03,2.086386275062E+01,-2.83749173288E+00
-6.2460176E-03,2.088106269998E+01,-2.83843704858E+00
-6.2458344E-03,2.086041365335E+01,-2.84283831608E+00
-6.2456512E-03,2.088645057337E+01,-2.88583971453E+00
-6.2454680E-03,2.088309616366E+01,-2.81768476018E+00
-6.2452848E-03,2.086827501705E+01,-2.86045358409E+00
-6.2451016E-03,2.086779828234E+01,-2.90185820670E+00
-6.2449184E-03,2.086860514296E+01,-2.87030289075E+00
-6.2447352E-03,2.086286773024E+01,-2.84186748215E+00
-6.2445520E-03,2.088210142734E+01,-2.89503224087E+00
-6.2443688E-03,2.087176594002E+01,-2.82142886319E+00
-6.2441856E-03,2.087183002433E+01,-2.83457785738E+00
-6.2440024E-03,2.085037827076E+01,-2.81990313563E+00
-6.2438192E-03,2.086285795601E+01,-2.88201267724E+00
-6.2436360E-03,2.087321061226E+01,-2.82717645061E+00
-6.2434528E-03,2.088013059044E+01,-2.86432303148E+00
-6.2432696E-03,2.085043749357E+01,-2.85784066548E+00
-6.2430864E-03,2.088914087558E+01,-2.89022928230E+00
-6.2429032E-03,2.085809709555E+01,-2.83469753233E+00
-6.2427200E-03,2.087331583774E+01,-2.86500076656E+00
-6.2425368E-03,2.087025461769E+01,-2.79911867003E+00
-6.2423536E-03,2.088053498933E+01,-2.85442804345E+00
-6.2421704E-03,2.088319340771E+01,-2.87109886887E+00
-6.2419872E-03,2.089875887198E+01,-2.80698008030E+00
-6.2418040E-03,2.086944614587E+01,-2.83899909011E+00
-6.2416208E-03,2.087934209550E+01,-2.79958069916E+00
-6.2414376E-03,2.088027466604E+01,-2.86457763179E+00
-6.2412544E-03,2.089609049311E+01,-2.80981989237E+00
-6.2410712E-03,2.085271289622E+01,-2.82662950815E+00
-6.2408880E-03,2.085812238095E+01,-2.81423060116E+00
-6.2407048E-03,2.087404945450E+01,-2.90108153024E+00
-6.2405216E-03,2.086994637785E+01,-2.85243836590E+00
-6.2403384E-03,2.085207150368E+01,-2.83485919829E+00
-6.2401552E-03,2.087714683780E+01,-2.83067909661E+00
-6.2399720E-03,2.085214769052E+01,-2.84024062459E+00
-6.2397888E-03,2.087736709559E+01,-2.82656954261E+00
-6.2396056E-03,2.086551302163E+01,-2.87032596427E+00
-6.2394224E-03,2.088156021716E+01,-2.87059468576E+00
-6.2392392E-03,2.085847439295E+01,-2.81403405718E+00
-6.2390560E-03,2.086888348268E+01,-2.83697416200E+00
-6.2388728E-03,2.086683274297E+01,-2.87889016219E+00
-6.2386896E-03,2.087001688829E+01,-2.82382478365E+00
-6.2385064E-03,2.087070415312E+01,-2.82839327012E+00
-6.2383232E-03,2.087004135413E+01,-2.81500916355E+00
-6.2381400E-03,2.085674669644E+01,-2.86472105547E+00
-6.2379568E-03,2.086865391633E+01,-2.81646915139E+00
-6.2377736E-03,2.087143522272E+01,-2.83882642291E+00
-6.2375904E-03,2.086523775527E+01,-2.79892273140E+00
-6.2374072E-03,2.087547814058E+01,-2.82238450493E+00
-6.2372240E-03,2.086867121099E+01,-2.85931877918E+00
-6.2370408E-03,2.088023243988E+01,-2.84837459805E+00
-6.2368576E-03,2.086191826085E+01,-2.87374961083E+00
-6.2366744E-03,2.087652030451E+01,-2.88431872507E+00
-6.2364912E-03,2.088072979873E+01,-2.82046964751E+00
-6.2363080E-03,2.086844395896E+01,-2.83302644859E+00
-6.2361248E-03,2.088969911033E+01,-2.84670229196E+00
-6.2359416E-03,2.088209063331E+01,-2.82837707675E+00
-6.2357584E-03,2.088117768107E+01,-2.83476797524E+00
-6.2355752E-03,2.086175651340E+01,-2.81896523559E+00
-6.2353920E-03,2.088693380872E+01,-2.82491305736E+00
-6.2352088E-03,2.086520881442E+01,-2.85400921605E+00
-6.2350256E-03,2.087422474338E+01,-2.82353088153E+00
-6.2348424E-03,2.084726465916E+01,-2.81522159823E+00
-6.2346592E-03,2.089367751082E+01,-2.81720572277E+00
-6.2344760E-03,2.087578916973E+01,-2.82934869067E+00
-6.2342928E-03,2.084670307165E+01,-2.83002523831E+00
-6.2341096E-03,2.088057586042E+01,-2.85239253319E+00
-6.2339264E-03,2.087003489075E+01,-2.88954103491E+00
-6.2337432E-03,2.086229696454E+01,-2.88156806384E+00
-6.2335600E-03,2.087573567921E+01,-2.85048661646E+00
-6.2333768E-03,2.088320763832E+01,-2.84668720453E+00
-6.2331936E-03,2.087486884607E+01,-2.82282394948E+00
-6.2330104E-03,2.085527733950E+01,-2.91517387270E+00
-6.2328272E-03,2.089133247318E+01,-2.84859182904E+00
-6.2326440E-03,2.087139077535E+01,-2.83486322626E+00
-6.2324608E-03,2.086298943082E+01,-2.86800477081E+00
-6.2322776E-03,2.087467351979E+01,-2.77986825570E+00
-6.2320944E-03,2.086804091049E+01,-2.83798531056E+00
-6.2319112E-03,2.086725257387E+01,-2.86612190432E+00
-6.2317280E-03,2.087446141107E+01,-2.84405922177E+00
-6.2315448E-03,2.087733154235E+01,-2.83567843619E+00
-6.2313616E-03,2.087798097221E+01,-2.83461033725E+00
-6.2311784E-03,2.086074051498E+01,-2.86904997085E+00
-6.2309952E-03,2.087103854449E+01,-2.87607359826E+00
-6.2308120E-03,2.088937585292E+01,-2.80303214570E+00
-6.2306288E-03,2.087194534069E+01,-2.86536029200E+00
-6.2304456E-03,2.086952357138E+01,-2.86059832326E+00
-6.2302624E-03,2.087871392308E+01,-2.84075062848E+00
-6.2300792E-03,2.086145295812E+01,-2.83665935169E+00
-6.2298960E-03,2.085800322754E+01,-2.87396649257E+00
-6.2297128E-03,2.084816202106E+01,-2.84745272840E+00
-6.2295296E-03,2.086238373121E+01,-2.85675290399E+00
-6.2293464E-03,2.086347481286E+01,-2.84273441541E+00
-6.2291632E-03,2.085901086269E+01,-2.80431409958E+00
-6.2289800E-03,2.085631828340E+01,-2.84245641562E+00
-6.2287968E-03,2.088102010595E+01,-2.82116486817E+00
-6.2286136E-03,2.087777391592E+01,-2.83376737391E+00
-6.2284304E-03,2.084994372962E+01,-2.83687319499E+00
-6.2282472E-03,2.086237910720E+01,-2.86372068697E+00
-6.2280640E-03,2.086435968107E+01,-2.82118690559E+00
-6.2278808E-03,2.086759598045E+01,-2.85166278374E+00
-6.2276976E-03,2.087035156371E+01,-2.84935323182E+00
-6.2275144E-03,2.084062571222E+01,-2.84302666443E+00
-6.2273312E-03,2.084187168213E+01,-2.84647587580E+00
-6.2271480E-03,2.085348035725E+01,-2.87033845563E+00
-6.2269648E-03,2.087598112928E+01,-2.84463832979E+00
-6.2267816E-03,2.085693680732E+01,-2.88292980879E+00
-6.2265984E-03,2.086133687342E+01,-2.85739289722E+00
-6.2264152E-03,2.086884165699E+01,-2.85664107543E+00
-6.2262320E-03,2.083995921588E+01,-2.84146501110E+00
-6.2260488E-03,2.085378340961E+01,-2.83325950042E+00
-6.2258656E-03,2.084737152377E+01,-2.83488643947E+00
-6.2256824E-03,2.084690152252E+01,-2.87420569113E+00
-6.2254992E-03,2.085997182926E+01,-2.88184084822E+00
-6.2253160E-03,2.086095610684E+01,-2.83085469748E+00
-6.2251328E-03,2.086760213649E+01,-2.81820458951E+00
-6.2249496E-03,2.088251119995E+01,-2.83375737383E+00
-6.2247664E-03,2.087013710806E+01,-2.82457267060E+00
-6.2245832E-03,2.086905886935E+01,-2.85407715603E+00
-6.2244000E-03,2.086512130735E+01,-2.82767198407E+00
-6.2242168E-03,2.085599844860E+01,-2.85751668164E+00
-6.2240336E-03,2.085889264526E+01,-2.80650647948E+00
-6.2238504E-03,2.087361848498E+01,-2.85225539594E+00
-6.2236672E-03,2.085246634720E+01,-2.83863711995E+00
-6.2234840E-03,2.086011879662E+01,-2.86475444338E+00
-6.2233008E-03,2.085276935300E+01,-2.88199108220E+00
-6.2231176E-03,2.084487245003E+01,-2.83006145512E+00
-6.2229344E-03,2.087283419495E+01,-2.84752861955E+00
-6.2227512E-03,2.086123118693E+01,-2.85751366648E+00
-6.2225680E-03,2.086003399039E+01,-2.77694214494E+00
-6.2223848E-03,2.085665727085E+01,-2.86652815887E+00
-6.2222016E-03,2.086788328880E+01,-2.82096894118E+00
-6.2220184E-03,2.084968455186E+01,-2.87508484800E+00
-6.2218352E-03,2.085152392792E+01,-2.81158602922E+00
-6.2216520E-03,2.086134680597E+01,-2.88098488129E+00
-6.2214688E-03,2.087837250488E+01,-2.84601749047E+00
-6.2212856E-03,2.085787636744E+01,-2.85041122590E+00
-6.2211024E-03,2.087671239911E+01,-2.90160260522E+00
-6.2209192E-03,2.082516761081E+01,-2.81593794827E+00
-6.2207360E-03,2.085489782089E+01,-2.82942379019E+00
-6.2205528E-03,2.083171262456E+01,-2.80177818970E+00
-6.2203696E-03,2.083974937493E+01,-2.81337853414E+00
-6.2201864E-03,2.083570436625E+01,-2.82418983881E+00
-6.2200032E-03,2.085407220809E+01,-2.80560332942E+00
-6.2198200E-03,2.085735858934E+01,-2.82438018951E+00
-6.2196368E-03,2.085465633826E+01,-2.86979114064E+00
-6.2194536E-03,2.084927714480E+01,-2.79809915121E+00
-6.2192704E-03,2.085162593568E+01,-2.85819314779E+00
-6.2190872E-03,2.085686478814E+01,-2.84314164785E+00
-6.2189040E-03,2.085413809450E+01,-2.85156776556E+00
-6.2187208E-03,2.086488049528E+01,-2.86930162585E+00
-6.2185376E-03,2.085713699976E+01,-2.81368299513E+00
-6.2183544E-03,2.086569066210E+01,-2.84489031075E+00
-6.2181712E-03,2.088314906279E+01,-2.84101944310E+00
-6.2179880E-03,2.084475523843E+01,-2.86222348115E+00
-6.2178048E-03,2.086867859637E+01,-2.86064975555E+00
-6.2176216E-03,2.084983761007E+01,-2.84187504915E+00
-6.2174384E-03,2.084483230537E+01,-2.85465146773E+00
-6.2172552E-03,2.083271833187E+01,-2.84658041676E+00
-6.2170720E-03,2.085189445926E+01,-2.77686606753E+00
-6.2168888E-03,2.086298232483E+01,-2.86167284832E+00
-6.2167056E-03,2.085670341322E+01,-2.82433187715E+00
-6.2165224E-03,2.084656605082E+01,-2.80059615509E+00
-6.2163392E-03,2.085867616864E+01,-2.81396258981E+00
-6.2161560E-03,2.084624928473E+01,-2.84331361656E+00
-6.2159728E-03,2.084802928897E+01,-2.81405058815E+00
-6.2157896E-03,2.084073278172E+01,-2.83668037630E+00
-6.2156064E-03,2.083523063039E+01,-2.80679537575E+00
-6.2154232E-03,2.084413806492E+01,-2.83498914107E+00
-6.2152400E-03,2.085707795391E+01,-2.80724356310E+00
-6.2150568E-03,2.083326177722E+01,-2.91533033489E+00
-6.2148736E-03,2.085310903428E+01,-2.83634927948E+00
-6.2146904E-03,2.085084443497E+01,-2.82762379977E+00
-6.2145072E-03,2.086421809675E+01,-2.81146286181E+00
-6.2143240E-03,2.086892853541E+01,-2.83435858912E+00
-6.2141408E-03,2.085740771661E+01,-2.84587989920E+00
-6.2139576E-03,2.085535259036E+01,-2.83323109508E+00
-6.2137744E-03,2.087049072659E+01,-2.82468113475E+00
-6.2135912E-03,2.086610037418E+01,-2.85199123793E+00
-6.2134080E-03,2.085154731343E+01,-2.84974508579E+00
-6.2132248E-03,2.083193677994E+01,-2.85465506497E+00
-6.2130416E-03,2.085652545610E+01,-2.80195902926E+00
-6.2128584E-03,2.086452937735E+01,-2.86611337108E+00
-6.2126752E-03,2.084423034037E+01,-2.83137770495E+00
-6.2124920E-03,2.086232994268E+01,-2.85165354037E+00
-6.2123088E-03,2.087168602323E+01,-2.84303381233E+00
-6.2121256E-03,2.086827207407E+01,-2.83768661213E+00
-6.2119424E-03,2.083194115249E+01,-2.85364332269E+00
-6.2117592E-03,2.085080972923E+01,-2.87607884859E+00
-6.2115760E-03,2.085291944029E+01,-2.86595719992E+00
-6.2113928E-03,2.085037153265E+01,-2.89278045422E+00
-6.2112096E-03,2.084745013205E+01,-2.80882045520E+00
-6.2110264E-03,2.082620707857E+01,-2.82243011645E+00
-6.2108432E-03,2.083438034685E+01,-2.81736194049E+00
-6.2106600E-03,2.084530356390E+01,-2.86171376831E+00
-6.2104768E-03,2.084930671895E+01,-2.79388718666E+00
-6.2102936E-03,2.085856390236E+01,-2.85318825520E+00
-6.2101104E-03,2.083921239296E+01,-2.80892271441E+00
-6.2099272E-03,2.086029553836E+01,-2.86159803984E+00
-6.2097440E-03,2.086933485748E+01,-2.79041987271E+00
-6.2095608E-03,2.083689729268E+01,-2.82112044408E+00
-6.2093776E-03,2.086375909908E+01,-2.86595334657E+00
-6.2091944E-03,2.085874010859E+01,-2.87349189059E+00
-6.2090112E-03,2.085830751391E+01,-2.83608331704E+00
-6.2088280E-03,2.087082317615E+01,-2.87939171433E+00
-6.2086448E-03,2.084304094365E+01,-2.80566540207E+00
-6.2084616E-03,2.086279898001E+01,-2.87388489707E+00
-6.2082784E-03,2.085173976192E+01,-2.83805758120E+00
-6.2080952E-03,2.086127582056E+01,-2.85135283959E+00
-6.2079120E-03,2.084170321984E+01,-2.87804542934E+00
-6.2077288E-03,2.085577789744E+01,-2.82607027222E+00
-6.2075456E-03,2.084185983570E+01,-2.82611383484E+00
-6.2073624E-03,2.084302311348E+01,-2.83116479297E+00
-6.2071792E-03,2.085841695828E+01,-2.88271711799E+00
-6.2069960E-03,2.085294419950E+01,-2.84798738905E+00
-6.2068128E-03,2.086147372661E+01,-2.84085164205E+00
-6.2066296E-03,2.084591466984E+01,-2.84242321397E+00
-6.2064464E-03,2.085197859028E+01,-2.82760274024E+00
-6.2062632E-03,2.085622946316E+01,-2.81601231438E+00
-6.2060800E-03,2.085639411634E+01,-2.80921801352E+00
-6.2058968E-03,2.085879805548E+01,-2.84946275535E+00
-6.2057136E-03,2.085523216104E+01,-2.82623298592E+00
-6.2055304E-03,2.084845124329E+01,-2.82430250556E+00
-6.2053472E-03,2.085614345552E+01,-2.81812617215E+00
-6.2051640E-03,2.086479817567E+01,-2.82987723951E+00
-6.2049808E-03,2.085662519610E+01,-2.78753759232E+00
-6.2047976E-03,2.085023168990E+01,-2.83327454128E+00
-6.2046144E-03,2.085625137253E+01,-2.76827574600E+00
-6.2044312E-03,2.087397406859E+01,-2.79529718575E+00
-6.2042480E-03,2.086324901836E+01,-2.83534985394E+00
-6.2040648E-03,2.083583490508E+01,-2.82325730552E+00
-6.2038816E-03,2.084510308741E+01,-2.85485112001E+00
-6.2036984E-03,2.083003859086E+01,-2.83291691341E+00
-6.2035152E-03,2.087048332723E+01,-2.88049867270E+00
-6.2033320E-03,2.085939112635E+01,-2.82063664529E+00
-6.2031488E-03,2.086238821087E+01,-2.83065728038E+00
-6.2029656E-03,2.084573957654E+01,-2.88155316268E+00
-6.2027824E-03,2.086078416141E+01,-2.80770551073E+00
-6.2025992E-03,2.086494133392E+01,-2.82906665127E+00
