Time [s],CH0 [V],CH1 [V],
1.792000e+00,-0.340000000000, 0.080000000000,
1.792008e+00,-0.340000000000, 0.080000000000,
1.792016e+00,-0.340000000000, 0.080000000000,
1.792024e+00,-0.340000000000, 0.080000000000,
1.792032e+00,-0.340000000000, 0.080000000000,
1.792040e+00,-0.340000000000, 0.080000000000,
1.792048e+00,-0.340000000000, 0.080000000000,
1.792056e+00,-0.360000000000, 0.080000000000,
1.792064e+00,-0.360000000000, 0.080000000000,
1.792072e+00,-0.340000000000, 0.080000000000,
1.792080e+00,-0.360000000000, 0.080000000000,
1.792088e+00,-0.340000000000, 0.080000000000,
1.792096e+00,-0.360000000000, 0.080000000000,
1.792104e+00,-0.360000000000, 0.080000000000,
1.792112e+00,-0.340000000000, 0.000000000000,
1.792120e+00,-0.360000000000, 0.000000000000,
1.792128e+00,-0.340000000000, 0.000000000000,
1.792136e+00,-0.360000000000, 0.080000000000,
1.792144e+00,-0.360000000000, 0.000000000000,
1.792152e+00,-0.360000000000, 0.000000000000,
1.792160e+00,-0.360000000000, 0.000000000000,
1.792168e+00,-0.360000000000, 0.000000000000,
1.792176e+00,-0.360000000000, 0.000000000000,
1.792184e+00,-0.360000000000, 0.000000000000,
1.792192e+00,-0.340000000000, 0.000000000000,
1.792200e+00,-0.360000000000, 0.000000000000,
1.792208e+00,-0.360000000000, 0.000000000000,
1.792216e+00,-0.360000000000, 0.000000000000,
1.792224e+00,-0.360000000000, 0.000000000000,
1.792232e+00,-0.360000000000, 0.000000000000,
1.792240e+00,-0.380000000000, 0.000000000000,
1.792248e+00,-0.360000000000, 0.000000000000,
1.792256e+00,-0.360000000000, 0.000000000000,
1.792264e+00,-0.360000000000, 0.000000000000,
1.792272e+00,-0.360000000000, 0.000000000000,
1.792280e+00,-0.360000000000, 0.000000000000,
1.792288e+00,-0.380000000000, 0.000000000000,
1.792296e+00,-0.380000000000, 0.000000000000,
1.792304e+00,-0.380000000000, -0.080000000000,
1.792312e+00,-0.380000000000, -0.080000000000,
1.792320e+00,-0.380000000000, -0.080000000000,
1.792328e+00,-0.380000000000, -0.080000000000,
1.792336e+00,-0.380000000000, -0.080000000000,
1.792344e+00,-0.380000000000, -0.080000000000,
1.792352e+00,-0.380000000000, -0.080000000000,
1.792360e+00,-0.380000000000, -0.080000000000,
1.792368e+00,-0.380000000000, -0.080000000000,
1.792376e+00,-0.380000000000, -0.080000000000,
1.792384e+00,-0.380000000000, -0.080000000000,
1.792392e+00,-0.400000000000, -0.080000000000,
1.792400e+00,-0.400000000000, -0.080000000000,
1.792408e+00,-0.400000000000, -0.080000000000,
1.792416e+00,-0.400000000000, -0.080000000000,
1.792424e+00,-0.400000000000, -0.080000000000,
1.792432e+00,-0.400000000000, -0.080000000000,
1.792440e+00,-0.400000000000, -0.080000000000,
1.792448e+00,-0.400000000000, -0.080000000000,
1.792456e+00,-0.400000000000, -0.080000000000,
1.792464e+00,-0.400000000000, -0.080000000000,
1.792472e+00,-0.400000000000, -0.080000000000,
1.792480e+00,-0.400000000000, -0.080000000000,
1.792488e+00,-0.400000000000, -0.160000000000,
1.792496e+00,-0.400000000000, -0.160000000000,
1.792504e+00,-0.400000000000, -0.160000000000,
1.792512e+00,-0.400000000000, -0.160000000000,
1.792520e+00,-0.420000000000, -0.160000000000,
1.792528e+00,-0.420000000000, -0.160000000000,
1.792536e+00,-0.420000000000, -0.160000000000,
1.792544e+00,-0.420000000000, -0.160000000000,
1.792552e+00,-0.420000000000, -0.160000000000,
1.792560e+00,-0.420000000000, -0.160000000000,
1.792568e+00,-0.420000000000, -0.160000000000,
1.792576e+00,-0.420000000000, -0.160000000000,
1.792584e+00,-0.440000000000, -0.160000000000,
1.792592e+00,-0.440000000000, -0.160000000000,
1.792600e+00,-0.420000000000, -0.160000000000,
1.792608e+00,-0.440000000000, -0.160000000000,
1.792616e+00,-0.420000000000, -0.160000000000,
1.792624e+00,-0.440000000000, -0.160000000000,
1.792632e+00,-0.440000000000, -0.160000000000,
1.792640e+00,-0.440000000000, -0.160000000000,
1.792648e+00,-0.440000000000, -0.160000000000,
1.792656e+00,-0.440000000000, -0.160000000000,
1.792664e+00,-0.440000000000, -0.160000000000,
1.792672e+00,-0.440000000000, -0.160000000000,
1.792680e+00,-0.440000000000, -0.160000000000,
1.792688e+00,-0.440000000000, -0.160000000000,
1.792696e+00,-0.440000000000, -0.160000000000,
1.792704e+00,-0.440000000000, -0.240000000000,
1.792712e+00,-0.440000000000, -0.160000000000,
1.792720e+00,-0.460000000000, -0.240000000000,
1.792728e+00,-0.460000000000, -0.240000000000,
1.792736e+00,-0.440000000000, -0.240000000000,
1.792744e+00,-0.440000000000, -0.240000000000,
1.792752e+00,-0.440000000000, -0.240000000000,
1.792760e+00,-0.440000000000, -0.240000000000,
1.792768e+00,-0.460000000000, -0.240000000000,
1.792776e+00,-0.460000000000, -0.240000000000,
1.792784e+00,-0.460000000000, -0.240000000000,
1.792792e+00,-0.460000000000, -0.240000000000,
1.792800e+00,-0.460000000000, -0.240000000000,
1.792808e+00,-0.460000000000, -0.240000000000,
1.792816e+00,-0.460000000000, -0.240000000000,
1.792824e+00,-0.460000000000, -0.240000000000,
1.792832e+00,-0.460000000000, -0.240000000000,
1.792840e+00,-0.460000000000, -0.320000000000,
1.792848e+00,-0.460000000000, -0.240000000000,
1.792856e+00,-0.460000000000, -0.320000000000,
1.792864e+00,-0.460000000000, -0.320000000000,
1.792872e+00,-0.460000000000, -0.240000000000,
1.792880e+00,-0.460000000000, -0.320000000000,
1.792888e+00,-0.460000000000, -0.320000000000,
1.792896e+00,-0.460000000000, -0.320000000000,
1.792904e+00,-0.460000000000, -0.320000000000,
1.792912e+00,-0.460000000000, -0.320000000000,
1.792920e+00,-0.460000000000, -0.320000000000,
1.792928e+00,-0.460000000000, -0.320000000000,
1.792936e+00,-0.480000000000, -0.320000000000,
1.792944e+00,-0.460000000000, -0.320000000000,
1.792952e+00,-0.480000000000, -0.320000000000,
1.792960e+00,-0.480000000000, -0.320000000000,
1.792968e+00,-0.480000000000, -0.320000000000,
1.792976e+00,-0.480000000000, -0.320000000000,
1.792984e+00,-0.480000000000, -0.320000000000,
1.792992e+00,-0.480000000000, -0.320000000000,
1.793000e+00,-0.480000000000, -0.320000000000,
1.793008e+00,-0.480000000000, -0.320000000000,
1.793016e+00,-0.480000000000, -0.320000000000,
1.793024e+00,-0.480000000000, -0.320000000000,
1.793032e+00,-0.480000000000, -0.320000000000,
1.793040e+00,-0.480000000000, -0.320000000000,
1.793048e+00,-0.480000000000, -0.320000000000,
1.793056e+00,-0.480000000000, -0.400000000000,
1.793064e+00,-0.480000000000, -0.320000000000,
1.793072e+00,-0.480000000000, -0.400000000000,
1.793080e+00,-0.480000000000, -0.400000000000,
1.793088e+00,-0.480000000000, -0.400000000000,
1.793096e+00,-0.480000000000, -0.400000000000,
1.793104e+00,-0.480000000000, -0.400000000000,
1.793112e+00,-0.500000000000, -0.400000000000,
1.793120e+00,-0.500000000000, -0.400000000000,
1.793128e+00,-0.500000000000, -0.400000000000,
1.793136e+00,-0.500000000000, -0.400000000000,
1.793144e+00,-0.500000000000, -0.400000000000,
1.793152e+00,-0.500000000000, -0.400000000000,
1.793160e+00,-0.500000000000, -0.400000000000,
1.793168e+00,-0.500000000000, -0.400000000000,
1.793176e+00,-0.500000000000, -0.400000000000,
1.793184e+00,-0.500000000000, -0.400000000000,
1.793192e+00,-0.500000000000, -0.400000000000,
1.793200e+00,-0.500000000000, -0.400000000000,
1.793208e+00,-0.500000000000, -0.400000000000,
1.793216e+00,-0.500000000000, -0.400000000000,
1.793224e+00,-0.500000000000, -0.400000000000,
1.793232e+00,-0.500000000000, -0.480000000000,
1.793240e+00,-0.500000000000, -0.400000000000,
1.793248e+00,-0.500000000000, -0.400000000000,
1.793256e+00,-0.500000000000, -0.480000000000,
1.793264e+00,-0.520000000000, -0.480000000000,
1.793272e+00,-0.500000000000, -0.480000000000,
1.793280e+00,-0.520000000000, -0.480000000000,
1.793288e+00,-0.520000000000, -0.480000000000,
1.793296e+00,-0.520000000000, -0.480000000000,
1.793304e+00,-0.520000000000, -0.480000000000,
1.793312e+00,-0.520000000000, -0.480000000000,
1.793320e+00,-0.520000000000, -0.480000000000,
1.793328e+00,-0.520000000000, -0.480000000000,
1.793336e+00,-0.520000000000, -0.480000000000,
1.793344e+00,-0.520000000000, -0.480000000000,
1.793352e+00,-0.520000000000, -0.480000000000,
1.793360e+00,-0.520000000000, -0.480000000000,
1.793368e+00,-0.520000000000, -0.480000000000,
1.793376e+00,-0.520000000000, -0.480000000000,
1.793384e+00,-0.520000000000, -0.480000000000,
1.793392e+00,-0.520000000000, -0.480000000000,
1.793400e+00,-0.520000000000, -0.480000000000,
1.793408e+00,-0.520000000000, -0.480000000000,
1.793416e+00,-0.540000000000, -0.480000000000,
1.793424e+00,-0.520000000000, -0.480000000000,
1.793432e+00,-0.520000000000, -0.480000000000,
1.793440e+00,-0.540000000000, -0.480000000000,
1.793448e+00,-0.540000000000, -0.560000000000,
1.793456e+00,-0.540000000000, -0.560000000000,
1.793464e+00,-0.540000000000, -0.560000000000,
1.793472e+00,-0.520000000000, -0.560000000000,
1.793480e+00,-0.540000000000, -0.560000000000,
1.793488e+00,-0.540000000000, -0.560000000000,
1.793496e+00,-0.520000000000, -0.560000000000,
1.793504e+00,-0.540000000000, -0.560000000000,
1.793512e+00,-0.540000000000, -0.560000000000,
1.793520e+00,-0.540000000000, -0.560000000000,
1.793528e+00,-0.540000000000, -0.560000000000,
1.793536e+00,-0.540000000000, -0.560000000000,
1.793544e+00,-0.540000000000, -0.560000000000,
1.793552e+00,-0.540000000000, -0.560000000000,
1.793560e+00,-0.540000000000, -0.560000000000,
1.793568e+00,-0.540000000000, -0.560000000000,
1.793576e+00,-0.540000000000, -0.560000000000,
1.793584e+00,-0.540000000000, -0.560000000000,
1.793592e+00,-0.540000000000, -0.560000000000,
1.793600e+00,-0.540000000000, -0.560000000000,
1.793608e+00,-0.540000000000, -0.560000000000,
1.793616e+00,-0.560000000000, -0.560000000000,
1.793624e+00,-0.540000000000, -0.560000000000,
1.793632e+00,-0.540000000000, -0.560000000000,
1.793640e+00,-0.560000000000, -0.640000000000,
1.793648e+00,-0.560000000000, -0.640000000000,
1.793656e+00,-0.560000000000, -0.640000000000,
1.793664e+00,-0.560000000000, -0.640000000000,
1.793672e+00,-0.540000000000, -0.640000000000,
1.793680e+00,-0.560000000000, -0.640000000000,
1.793688e+00,-0.540000000000, -0.640000000000,
1.793696e+00,-0.560000000000, -0.640000000000,
1.793704e+00,-0.560000000000, -0.640000000000,
1.793712e+00,-0.560000000000, -0.640000000000,
1.793720e+00,-0.540000000000, -0.640000000000,
1.793728e+00,-0.560000000000, -0.640000000000,
1.793736e+00,-0.560000000000, -0.640000000000,
1.793744e+00,-0.560000000000, -0.640000000000,
1.793752e+00,-0.560000000000, -0.640000000000,
1.793760e+00,-0.560000000000, -0.640000000000,
1.793768e+00,-0.560000000000, -0.640000000000,
1.793776e+00,-0.560000000000, -0.640000000000,
1.793784e+00,-0.560000000000, -0.640000000000,
1.793792e+00,-0.560000000000, -0.640000000000,
1.793800e+00,-0.560000000000, -0.640000000000,
1.793808e+00,-0.560000000000, -0.720000000000,
1.793816e+00,-0.560000000000, -0.640000000000,
1.793824e+00,-0.560000000000, -0.720000000000,
1.793832e+00,-0.560000000000, -0.640000000000,
1.793840e+00,-0.560000000000, -0.720000000000,
1.793848e+00,-0.560000000000, -0.720000000000,
1.793856e+00,-0.560000000000, -0.720000000000,
1.793864e+00,-0.560000000000, -0.720000000000,
1.793872e+00,-0.560000000000, -0.720000000000,
1.793880e+00,-0.560000000000, -0.720000000000,
1.793888e+00,-0.580000000000, -0.720000000000,
1.793896e+00,-0.560000000000, -0.720000000000,
1.793904e+00,-0.580000000000, -0.720000000000,
1.793912e+00,-0.560000000000, -0.720000000000,
1.793920e+00,-0.580000000000, -0.720000000000,
1.793928e+00,-0.580000000000, -0.720000000000,
1.793936e+00,-0.580000000000, -0.720000000000,
1.793944e+00,-0.560000000000, -0.720000000000,
1.793952e+00,-0.580000000000, -0.720000000000,
1.793960e+00,-0.580000000000, -0.720000000000,
1.793968e+00,-0.580000000000, -0.720000000000,
1.793976e+00,-0.560000000000, -0.800000000000,
1.793984e+00,-0.580000000000, -0.720000000000,
1.793992e+00,-0.580000000000, -0.800000000000,
1.794000e+00,-0.580000000000, -0.720000000000,
1.794008e+00,-0.580000000000, -0.800000000000,
1.794016e+00,-0.580000000000, -0.720000000000,
1.794024e+00,-0.580000000000, -0.800000000000,
1.794032e+00,-0.580000000000, -0.800000000000,
1.794040e+00,-0.580000000000, -0.800000000000,
1.794048e+00,-0.580000000000, -0.800000000000,
1.794056e+00,-0.580000000000, -0.800000000000,
1.794064e+00,-0.580000000000, -0.800000000000,
1.794072e+00,-0.580000000000, -0.800000000000,
1.794080e+00,-0.580000000000, -0.800000000000,
1.794088e+00,-0.580000000000, -0.800000000000,
1.794096e+00,-0.580000000000, -0.800000000000,
